零部件名称,生产企业,生产所属地,供给情况,采集来源,来源链接,采集时间,备注
排气系统,德尔福汽车系统有限公司,江苏省南京,供给稳定,汽车部件和技术展,https://www.delphi.com,,
电机控制器,华域汽车系统股份有限公司,上海,供给良好,中国汽车工程学会,http://www.china-ase.org.cn,,
空气悬挂系统,爱信精机株式会社,日本,供给缓解,国际汽车工程师协会,https://www.aisin.com,,
车用LED灯组,上海三思电子股份有限公司,上海,稳定供给,中国汽车照明技术协会,http://www.3s.com.cn,,
车载导航系统,高地科技有限公司,广东省广州,供给稳定,智能汽车技术论坛,http://www.gaodi.com,,
热管理系统,格特拉克汽车部件（上海）有限公司,上海,供给紧张,国际热管理技术协会,https://www.gedore.com,,
传感器融合单元,华为技术有限公司,广东省深圳,供给良好,中国电子技术标准化研究院,https://www.huawei.com,,
车身结构件,长城汽车股份有限公司,保定,供给稳定,中国汽车工业协会,https://www.gwm.com.cn,,
制动盘,蒂森克虏伯集团,德国,供给稳定,国际制动技术协会,https://www.thyssenkrupp.com,,
车载计算平台,英特尔公司,美国,供给良好,全球芯片技术论坛,https://www.intel.com,,
车辆音响系统,哈曼国际公司,美国,供给稳定,国际音响工程师协会,https://www.harman.com,,
电动助力转向系统,吉利汽车集团,浙江省杭州,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
激光雷达,禾赛科技,上海,供给紧张,机器人与自动化协会,https://www.robotics.org.cn,,
电池管理系统,南方电网公司,广东省广州,供给良好,新能源汽车产业发展报告,https://www.evs.org.cn,,
液压缸,中联重科,湖南省长沙,供给稳定,中国机械工业联合会,https://www.cmif.org.cn,,
车载充电机,特斯拉（中国）,上海,供给改善,中国电动汽车百人会,https://www.100cp.org,,
防撞梁,东风汽车公司,湖北省武汉,供给稳定,中国汽车工程学会,https://www.cae.org.cn,,
智能后视镜,富士康科技集团,深圳,供给良好,中国智能制造产业协会,https://www.caim.org.cn,,
塑料外壳,宝洁（中国）,安徽省合肥,供给中等,中国塑料行业协会,https://www.cpcia.org.cn,,
车用喷油器,长春一汽集团,长春,供给良好,中国发动机产业协会,https://www.geia.org.cn,,
刹车片,赛轮轮胎股份有限公司,新疆,供给稳定,中国汽车配件商会,https://www.ccapc.org.cn,,
减震器,开利集团,四川省成都,供给紧张,中国汽车技术研究中心,https://www.catarc.ac.cn,,
氢燃料电池,动力电池科技有限公司,天津,供给增长,新能源技术平台,https://www.newevatech.com,,
电动马达,西门子（中国）,江苏省南京,供给稳定,中国电机工程学会,https://www.csee.org.cn,,
发动机管理系统,三菱电机,日本名古屋,供给稳定,国际汽车工程师协会,https://www.sae.org,,
车载导航系统,百度智能驾驶,北京,供给良好,中国信息产业协会,https://www.cnii.com.cn,,
风扇电机,德赛西威,广东省惠州,供给缓解,中国汽车产业研究中心,https://www.caiac.org.cn,,
超声波传感器,华为技术有限公司,深圳,供给稳定,中国科技部,http://www.most.gov.cn,,
氢气储存罐,佳能（中国）,江苏省常州,供给良好,国际可再生能源协会,https://www.irena.org,,
电动机,浙江杰克电机有限公司,浙江省温州市,供给稳定,中国电机工程学会,http://www.csee.org.cn,,
发动机控制单元,华为技术有限公司,深圳,供给良好,中国汽车技术研究中心,https://www.catarc.ac.cn,,
制动系统,日立汽车系统株式会社,日本东京,供给紧张,国际制动器协会,https://www.japanbrake.org,,
散热器,汤泉冷却设备有限公司,江苏省南通,供给稳定,中国汽车配件协会,http://www.capa.org.cn,,
电池管理系统,比亚迪股份有限公司,广东省深圳,供给充足,新能源汽车技术论坛,https://www.byd.com,,
传感器,意法半导体公司,法国巴黎,供给稳定,国际半导体工业协会,https://www.semi.org,,
变速器,爱信精机株式会社,日本名古屋,供给良好,日本汽车制造商协会,https://www.jama.or.jp,,
潜水泵,中联重科股份有限公司,湖南省长沙,供给紧张,中国机械工业联合会,http://www.cmhi.com.cn,,
车载导航系统,高德软件有限公司,北京,供给稳定,中国智能汽车产业技术创新战略联盟,https://www.autonavi.com,,
安全气囊,德尔福科技公司,美国密歇根州,供给充足,国际汽车安全协会,https://www.sae.org,,
电动助力转向系统,亚洲汽车电子公司,韩国首尔,供给良好,韩国汽车工业协会,http://www.kama.or.kr,,
连杆,上汽集团,上海,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
燃油喷射系统,博世汽车部件（中国）有限公司,杭州,供给缓解,汽车电子商务协会,https://www.bosch.com.cn,,
车窗升降器,法雷奥汽车系统公司,法国里昂,供给稳定,国际汽车工程师协会,https://www.sae.org,,
车体结构件,一汽集团有限公司,吉林省长春,供给稳定,中国汽车产业发展报告,http://www.faw.com,,
避震器,米其林轮胎公司,法国克莱蒙费朗,供给紧张,国际轮胎及橡胶材料协会,https://www.michelin.com,,
音响系统,哈曼国际,美国康涅狄格州,供给充足,汽车音响与互联技术协会,https://www.harman.com,,
导航仪,大疆创新科技有限公司,深圳,供给稳定,无人驾驶技术产业论坛,https://www.dji.com,,
充电桩,特斯拉电池公司,加利福尼亚州,供给良好,电动汽车协会,https://www.tesla.com,,
电子刹车系统,浙江汽车电子有限公司,浙江省杭州,供给充足,汽车电子技术研究院,http://www.autoec.org,,
动力总成,长安汽车集团,重庆,供给稳定,中国汽车工业信息网,http://www.auto.com.cn,,
软包电池,比亚迪股份有限公司,广东省深圳,供给紧张,新能源汽车市场动态报告,https://www.byd.com,,
智能仪表盘,新宝科技有限公司,广东省珠海,供给良好,中国汽车电子行业协会,http://www.caeia.org,,
传感器模块,华为技术有限公司,深圳,供给稳定,国际智能科技展回顾,https://www.huawei.com,,
车身控制单元,大陆集团,德国,供给充足,全球汽车市场分析报告,https://www.continental.com,,
变速箱电子控制单元,松下电器产业株式会社,日本,供给良好,国际汽车工程师协会,https://www.panasonic.com,,
轮胎压力监测系统,米其林集团,法国,供给稳定,世界轮胎协会,https://www.michelin.com,,
LED车灯,佛吉亚公司,法国,供给良好,全球汽车照明技术博览会,https://www.fogagroup.com,,
动力转向系统,法雷奥,法国,供给紧张,汽车技术创新年会,https://www.valeo.com,,
预碰撞安全系统,德尔福汽车有限公司,印度,供给稳定,汽车安全技术研究所,http://www.delphi.com,,
车载导航系统,高德软件有限公司,中国北京,供给良好,中国智能驾驶产业发展报告,https://www.amap.com,,
空调压缩机,美的集团,广东省佛山,供给充足,空调与制冷科技展,https://www.midea.com,,
电动助力转向,日立汽车系统,日本,供给稳定,国际汽车零部件博览会,https://www.hitachi.com,,
电机驱动系统,西门子股份公司,德国,供给良好,全球电动汽车市场分析,https://www.siemens.com,,
超声波传感器,Rohm Semiconductor,日本,供给稳定,半导体行业最新动态,https://www.rohm.com,,
液压制动系统,阿克曼集团,德国,供给紧张,国际汽车工业期刊,https://www.akg.com,,
车联网模块,腾讯科技有限公司,深圳,供给良好,智能交通发展论坛,https://www.tencent.com,,
电动助力转向系统,汇川技术股份有限公司,深圳,供给稳定,汽车电子行业协会,https://www.automotiveelectronics.org,,
液压制动系统,海爾施公司,上海,供给良好,中国汽车部件协会,http://www.cba.org.cn,,
车载计算机,中兴通讯股份有限公司,广东省,供给增长,电动车产业发展研究报告,https://www.zte.com.cn,,
冷却系统,广汽本田汽车有限公司,广州,供给缓解,冷却系统市场动态,https://www.gac-honda.com,,
电池管理系统,国轩高科股份有限公司,合肥,供给紧张,中国新能源产业报告,https://www.gotion.com.cn,,
车载导航系统,海信信息科技有限公司,青岛,供给稳定,智能交通促进中心,https://www.hisense.com,,
车轮毂,铝业科技集团,杭州,供给良好,中国铝业协会,http://www.chinaaluminium.org,,
充电桩,特来电科技有限公司,北京,供给稳定,电动汽车充电服务平台,https://www.tled.com,,
电动机,比亚迪股份有限公司,深圳,供给增长,新能源汽车市场分析,https://www.byd.com,,
燃油喷射器,德尔福汽车系统公司,上海,供给缓解,全球燃油管理技术报告,https://www.delphi.com,,
车身电子控制单元,德赛西威汽车电子股份有限公司,南昌,供给稳定,智能汽车技术快讯,https://www.desay-silicon.com,,
动力变速箱,华为技术有限公司,东莞,供给稳定,汽车智能化白皮书,https://www.huawei.com,,
铝合金车身,中车青岛四方机车车辆股份有限公司,青岛,供给良好,汽车轻量化研究中心,http://www.qd.sifang.com,,
车载音响系统,索尼电子公司,日本,供给增加,自动化技术资讯,https://www.sony.com,,
空气悬挂系统,福特汽车公司,美国,供给稳定,轿车系统发展报告,https://www.ford.com,,
车载Wi-Fi模块,英特尔公司,美国,供给良好,则无线通信发展报告,https://www.intel.com,,
后视镜系统,博世汽车部件公司,德国,供给稳定,汽车安全技术在线,https://www.bosch.com,,
新型轮胎,米其林集团,法国,供给缓解,轮胎行业市场分析,https://www.michelin.com,,
多媒体娱乐系统,先锋电子公司,日本,供给稳定,汽车电子市场动态,https://www.pioneer.com,,
电动机,汇川技术股份有限公司,深圳,供给稳定,中国电器工业协会,http://www.ceia.org.cn,,
中央处理器,华为技术有限公司,深圳,供给良好,中国半导体行业协会,http://www.csiac.org.cn,,
刹车片,日产汽车公司,东京,供给紧张,全球市场分析报告,https://www.nissan-global.com,,
车载显示屏,京东方科技集团股份有限公司,北京,供给稳定,中国电子信息产业发展研究院,http://www.ccidgroup.com,,
动力转向泵,德尔福汽车系统有限公司,南昌,供给良好,中国汽车工程研究所,http://www.cae.org.cn,,
电池管理系统,比亚迪股份有限公司,深圳,供给缓解,新能源技术与应用市调,http://www.byd.com,,
冷却液,壳牌石油有限公司,伦敦,供给稳定,国际润滑油协会,https://www.shell.com,,
涡轮增压柴油机,福田汽车股份有限公司,北京,供给良好,中国汽车业发展报告,http://www.foton.com.cn,,
悬挂系统,万向钱潮股份有限公司,东莞,供给改善,汽车部件行业观察,http://www.wanxiang.com,,
防抱死制动系统,大陆集团,柏林,供给稳定,国际汽车安全研究中心,https://www.continental.com,,
云台相机,大疆创新科技有限公司,深圳,供给稳定,无人机行业大会,http://www.dji.com,,
动力电池模组,中兴通讯股份有限公司,深圳,供给紧张,电动车市场分析报告,http://www.zte.com.cn,,
轴承,洛阳LYC轴承有限公司,河南省洛阳,供给良好,中国机械工业联合会,http://www.lyc.com.cn,,
空气悬挂系统,麦格纳国际公司,安大略,供给稳定,北美汽车产业观察,https://www.magna.com,,
导航系统,阿里巴巴集团,杭州,供给缓解,智能硬件行业报告,http://www.alibaba.com,,
中冷器,广州汽车集成科技公司,广州,供给紧张,汽车技术与解决方案论坛,http://www.gacgroup.com,,
制动液,菲利普化工有限公司,巴伐利亚,供给稳定,化工与汽车行业报告,https://www.philipchem.com,,
点火系统,大连电机设备有限公司,大连,供给改善,中国电机工程学会,http://www.dlme.com.cn,,
刹车系统,宁德汽车配件有限公司,福建省宁德,供给稳定,中国汽车安全研究院,http://www.caris.cn,,
燃油喷射系统,华晨汽车集团控股有限公司,沈阳,供给良好,中国汽车工业协会,https://www.caam.org.cn,,
电子稳定程序,威立雅技术有限公司,江苏省苏州,供给紧张,国际汽车电子协会,https://www.iaea.org,,
车载导航系统,中兴通讯股份有限公司,深圳,供给良好,电子产品与系统协会,https://www.electroproduct.org,,
电动助力转向,广州汽车集团乘用车有限公司,广州,供给稳定,汽车制造与服务杂志,https://www.auto-manufacturing.com,,
涡轮增压器,博格华纳动力系统有限公司,美国底特律,供给缓解,全球汽车新闻,http://www.autonews.com,,
车载雷达,华为技术有限公司,深圳,供给稳定,中国信通院,http://www.caid.gov.cn,,
整车控制系统,长安汽车集团,重庆,供给稳步增长,中国汽车技术与研究中心,http://www.catarc.ac.cn,,
