视频分辨率（字符型）,图像传感器数目（数值型）,单位,视频采集接口及速率（字符型）,本地缓存容量（字符型）,本地显示分辨率（字符型）,最大传输带宽（字符型）,远程显示分辨率（数值型）,单位.1,传输距离（数值型）,单位.2,系统总延时（数值型）,单位.3,系统调试接口（字符型）,设备供电电压（字符型）,功耗（字符型）,单位.4,采集来源,来源链接,采集时间,备注
1920x1080,2,个,"VGA, HDMI, >20Gbps",8GB,1080P,20Gbps,1080,P,50,米,15,毫秒,"SDI, USB",AC220V,75,W,全球数码报告,https://www.globaldigitalreports.com,,
2560x1440,3,个,"HDMI, SDI, >15Gbps",12GB,1440P,15Gbps,1440,P,60,米,22,毫秒,"USB-C, Copper",AC110V,85,W,数码技术新闻,https://www.digitaltechnews.com,,
5120x2880,4,个,"USB-C, HDMI, >40Gbps",32GB,5K,40Gbps,2880,P,80,米,30,毫秒,"HDMI, Ethernet",AC220V,150,W,科技趋势观察,https://www.techtrends.com,,
7680x4320,6,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,40,毫秒,"USB 3.1, RS232",AC240V,500,W,未来科技论坛,https://www.futuretechforum.com,,
3840x2160,1,个,"HDMI, SDI, >25Gbps",32GB,4K,25Gbps,2160,P,150,米,18,毫秒,"USB-C, HDMI",AC220V,95,W,摄影摄影,https://www.photography.com,,
2560x1080,2,个,"VGA, HDMI, >15Gbps",10GB,UltraWide,15Gbps,1080,P,55,米,20,毫秒,"HDMI, TOR",AC110V,65,W,电子设备评论,https://www.electronicreview.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",8GB,1080P,10Gbps,1080,P,40,米,20,毫秒,"USB, Ethernet",AC220V,70,W,科技前沿,https://www.techfrontier.com,,
3840x2160,2,个,"USB-C, HDMI, >40Gbps",64GB,4K,40Gbps,2160,P,125,米,24,毫秒,"RS232, HDMI",AC220V,150,W,影像科技,https://www.imagetech.com,,
7680x4320,3,个,"HDMI, SDI, >80Gbps",256GB,8K,80Gbps,4320,P,500,米,45,毫秒,"USB 3.0, Ethernet",AC230V,600,W,未来媒体,https://www.futuremedia.org,,
2560x1440,1,个,"HDMI, USB, >10Gbps",16GB,1440P,10Gbps,1440,P,35,米,18,毫秒,"VGA, Ethernet",AC110V,55,W,IT媒体,https://www.itmedia.com,,
1920x1080,2,个,"HDMI, VGA, >15Gbps",8GB,1080P,15Gbps,1080,P,75,米,18,毫秒,"USB, HDMI",AC220V,80,W,未來數碼世界,https://www.futuredigitalworld.com,,
1920x1080,1,个,"USB 3.0, HDMI, >10Gbps",16GB,1080P,10Gbps,1080,P,50,米,15,毫秒,"USB, RS232",AC220V,85,W,科技早知道,https://www.technologyknow.com,,
3840x2160,1,个,"HDMI, SDI, >20Gbps",32GB,4K,20Gbps,2160,P,150,米,30,毫秒,HDMI,AC110V,75,W,影视分析,https://www.filmanalysis.com,,
2560x1440,2,个,"Ethernet, HDMI, >15Gbps",12GB,1440P,15Gbps,1440,P,100,米,20,毫秒,"USB-C, RS232",AC220V,60,W,科技前沿,https://www.futuristictech.com,,
7680x4320,3,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,50,毫秒,"USB 3.1, Ethernet",AC240V,600,W,顶尖科技,https://www.toptech.com,,
5120x2880,4,个,"USB-C, HDMI, >50Gbps",64GB,5K,50Gbps,2880,P,120,米,28,毫秒,"HDMI, RS232",AC220V,150,W,高科技新闻,https://www.hitechnews.com,,
3840x2160,3,个,"HDMI, USB, >25Gbps",16GB,4K,25Gbps,2160,P,80,米,22,毫秒,"USB, Ethernet",AC110V,100,W,技术评论,https://www.techreview.com,,
1280x720,1,个,"VGA, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,30,米,14,毫秒,HDMI,AC5V,20,W,数码前沿,https://www.digitaltrend.com,,
2560x1080,2,个,"HDMI, DisplayPort, >15Gbps",16GB,UltraWide,15Gbps,1080,P,75,米,18,毫秒,HDMI,AC110V,75,W,设计在线,https://www.designonline.com,,
1920x1080,4,个,"HDMI, USB-C, >12Gbps",32GB,1080P,12Gbps,1080,P,110,米,16,毫秒,"USB, RS232",AC220V,90,W,未来科技,https://www.futuretech.com,,
3840x2160,1,个,"HDMI, Ethernet, >30Gbps",64GB,4K,30Gbps,2160,P,150,米,30,毫秒,"USB-C, Ethernet",AC240V,120,W,视觉体验,https://www.visualexperience.com,,
1280x720,1,个,"USB 3.0, HDMI, >8Gbps",8GB,720P,8Gbps,480,P,60,米,15,毫秒,HDMI,AC5V,10,W,视频科技观察,https://www.videotechobserve.com,,
2560x1080,3,个,"DisplayPort, HDMI, >40Gbps",48GB,UltraWide,40Gbps,1080,P,200,米,22,毫秒,"VGA, HDMI",AC110V,120,W,设计观察,https://www.designobservation.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",4GB,1080P,10Gbps,1080,P,50,米,20,毫秒,"USB, Ethernet",AC220V,75,W,影音设备网,https://www.audio-video.com,,
3840x2160,2,个,"HDMI, SDI, >25Gbps",16GB,4K,25Gbps,2160,P,120,米,30,毫秒,"USB-C, HDMI",AC110V,95,W,数码家居,https://www.digitalhome.com,,
2560x1440,1,个,"SDI, Ethernet, >15Gbps",8GB,1440P,15Gbps,1440,P,80,米,25,毫秒,"USB, RS232",AC220V,55,W,科技先锋,https://www.techfrontier.com,,
7680x4320,2,个,"HDMI, USB, >50Gbps",32GB,8K,50Gbps,4320,P,250,米,40,毫秒,"USB 3.1, HDMI",AC240V,450,W,8K论坛,https://www.8kforum.com,,
3840x2160,3,个,"HDMI, SDI, >35Gbps",64GB,4K,35Gbps,2160,P,150,米,28,毫秒,"Ethernet, USB",AC220V,120,W,未来科技,https://www.futuretech.com,,
1280x720,1,个,"USB-C, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,30,米,15,毫秒,HDMI,AC5V,20,W,消费电子网,https://www.consumerelectronics.com,,
5120x2880,4,个,"HDMI, USB, >20Gbps",32GB,5K,20Gbps,2880,P,60,米,22,毫秒,"USB, Ethernet",AC110V,90,W,高清影像,https://www.highdef.com,,
3840x2160,4,个,"Fiber, HDMI, >40Gbps",32GB,4K,40Gbps,2160,P,200,米,20,毫秒,"USB-C, RS232",AC110V,150,W,新技术探索,https://www.techinnovation.com,,
2560x1080,2,个,"HDMI, USB, >15Gbps",8GB,UltraWide,15Gbps,1080,P,90,米,18,毫秒,"USB, HDMI",AC240V,70,W,科技动态,https://www.technews.com,,
1920x1080,1,个,"HDMI, Ethernet, >8Gbps",4GB,1080P,8Gbps,1080,P,50,米,20,毫秒,"USB, RS232",AC220V,65,W,业界观察,https://www.industrywatch.com,,
5120x2880,5,个,"USB-C, HDMI, >60Gbps",64GB,5K,60Gbps,2880,P,150,米,25,毫秒,"HDMI, USB 3.1",AC240V,200,W,媒体技术,https://www.mediatech.com,,
3840x2160,3,个,"HDMI, Ethernet, >35Gbps",40GB,4K,35Gbps,2160,P,160,米,30,毫秒,"USB, Ethernet",AC220V,130,W,虚拟现实技术,https://www.vrtech.com,,
3840x2160,1,个,"HDMI, Fiber, >20Gbps",16GB,4K,20Gbps,2160,P,150,米,36,毫秒,"USB-C, Ethernet",AC220V,100,W,科技新闻,https://www.technews.com,,
1920x1080,1,个,"USB, HDMI, >10Gbps",8GB,1080P,10Gbps,1080,P,50,米,20,毫秒,"USB, RS232",AC110V,60,W,行业观察,https://www.industrywatch.com,,
2560x1440,2,个,"HDMI, USB-C, >15Gbps",12GB,1440P,15Gbps,1440,P,80,米,11,毫秒,"Ethernet, HDMI",AC220V,75,W,数字视讯,https://www.digitalvision.com,,
7680x4320,4,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,45,毫秒,"USB 3.1, Ethernet",AC240V,500,W,科技前沿,https://www.techfrontier.com,,
4000x3000,2,个,"Type-C, SDI, >25Gbps",16GB,4K,25Gbps,3000,P,200,米,30,毫秒,"USB-C, HDMI",AC110V,85,W,数码科技,https://www.digitaltech.com,,
5120x2880,3,个,"HDMI, Fiber, >40Gbps",32GB,5K,40Gbps,2880,P,250,米,28,毫秒,"USB-C, Ethernet",AC220V,120,W,市场趋势分析,https://www.markettrends.com,,
1920x1200,2,个,"USB, Type-C, >12Gbps",6GB,WUXGA,12Gbps,1200,P,60,米,14,毫秒,"HDMI, USB",AC110V,55,W,技术博客,https://www.techblog.com,,
3840x2160,1,个,"HDMI, USB, >30Gbps",10GB,4K,30Gbps,2160,P,90,米,18,毫秒,"USB 3.0, RS232",AC220V,70,W,数字趋势,https://www.digitaltrends.com,,
2560x1440,3,个,"HDMI, Ethernet, >18Gbps",16GB,1440P,18Gbps,1440,P,120,米,21,毫秒,"USB, RS232",AC110V,80,W,科技快报,https://www.techquicknews.com,,
3840x2160,4,个,"HDMI, Fiber, >35Gbps",32GB,4K,35Gbps,2160,P,180,米,30,毫秒,"USB-C, Ethernet",AC220V,110,W,数字视野,https://www.digitalvisionfield.com,,
1920x1080,1,个,"USB, HDMI, >10Gbps",8GB,1080P,10Gbps,1080,P,30,米,16,毫秒,"VGA, USB",AC110V,55,W,电子杂志,https://www.electronicmag.com,,
2560x1080,2,个,"HDMI, USB-C, >15Gbps",10GB,UltraWide,15Gbps,1080,P,100,米,27,毫秒,"HDMI, RS232",AC220V,90,W,未来科技,https://www.futuretech.com,,
1280x720,1,个,"HDMI, USB, >5Gbps",4GB,720P,5Gbps,480,P,20,米,13,毫秒,"USB, Ethernet",AC5V,20,W,科技热线,https://www.techhotline.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",4GB,1080P,10Gbps,1080,P,50,米,15,毫秒,USB,AC5V,30,W,科技先锋,https://www.techpioneer.com,,
3840x2160,2,个,"HDMI, Ethernet, >20Gbps",16GB,4K,20Gbps,2160,P,150,米,30,毫秒,"Ethernet, USB-C",AC220V,110,W,高清视频协会,https://www.videostandards.org,,
2560x1440,1,个,"SDI, HDMI, >12Gbps",8GB,1440P,12Gbps,1440,P,80,米,20,毫秒,USB 3.0,AC110V,75,W,科技日报,https://www.sciencedaily.com,,
7680x4320,4,个,"HDMI, Fiber, >100Gbps",128GB,8K,100Gbps,4320,P,300,米,45,毫秒,"Fiber, USB-C",AC240V,450,W,高科技观察,https://www.hightechwatch.com,,
3840x2160,3,个,"HDMI, USB 3.1, >25Gbps",32GB,4K,25Gbps,2160,P,100,米,28,毫秒,"USB-C, RS232",AC220V,150,W,影视制作,https://www.filmmaking.com,,
1920x1080,2,个,"HDMI, FTP, >8Gbps",8GB,1080P,8Gbps,1080,P,60,米,22,毫秒,HDMI,AC5V,35,W,广播世界,https://www.broadcastworld.com,,
2560x1080,1,个,"HDMI, USB, >12Gbps",4GB,UltraWide,12Gbps,1080,P,40,米,18,毫秒,USB 3.0,DC12V,50,W,数码影像,https://www.digitalimage.com,,
3200x1800,1,个,"USB-C, HDMI, >15Gbps",8GB,QHD,15Gbps,1800,P,55,米,20,毫秒,"HDMI, USB",AC5V,40,W,科技自媒体,https://www.techmedia.com,,
3840x2160,5,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,250,米,25,毫秒,USB-C,AC240V,160,W,视频探索,https://www.videoexploration.com,,
1600x900,1,个,"USB, VGA, >5Gbps",2GB,HD+,5Gbps,900,P,30,米,15,毫秒,VGA,DC5V,20,W,电信科技,https://www.tantelecom.com,,
2560x1440,3,个,"HDMI, SDI, >15Gbps",16GB,1440P,15Gbps,1440,P,90,米,20,毫秒,"USB, SDI",AC220V,90,W,电视频道,https://www.tvchannel.com,,
3120x1800,2,个,"Type-C, HDMI, >20Gbps",8GB,QHD,20Gbps,1800,P,60,米,18,毫秒,"HDMI, USB",AC5V,45,W,技术论坛,https://www.techforum.com,,
3840x2400,1,个,"USB, HDMI, >30Gbps",16GB,WQXGA,30Gbps,2400,P,100,米,35,毫秒,"HDMI, USB",AC220V,120,W,综合科技,https://www.comprehensive-tech.com,,
2560x1080,2,个,"HDMI, DisplayPort, >10Gbps",8GB,UltraWide,10Gbps,1080,P,50,米,25,毫秒,DisplayPort,AC5V,55,W,特效制作,https://www.effectsproduction.com,,
1920x1080,2,个,"HDMI, USB, >10Gbps",8GB,1080P,10Gbps,1080,P,50,米,15,毫秒,"USB, RS232",AC110V,70,W,科技前沿,https://www.techfrontline.com,,
3840x2160,3,个,"HDMI, DisplayPort, >30Gbps",16GB,4K,30Gbps,2160,P,120,米,20,毫秒,USB-C,AC240V,90,W,数字家居,https://www.digitalhome.com,,
5120x2880,3,个,"USB-C, HDMI, >25Gbps",16GB,5K,25Gbps,1440,P,80,米,22,毫秒,"HDMI, Ethernet",AC220V,110,W,视频科技杂志,https://www.videotechmagazine.com,,
7680x4320,5,个,"SDI, HDMI, >70Gbps",64GB,8K,70Gbps,4320,P,250,米,30,毫秒,"USB 3.1, RS232",AC240V,450,W,高端投稿,https://www.premiumcontributor.com,,
2560x1440,2,个,"VGA, HDMI, >15Gbps",6GB,1440P,15Gbps,1440,P,90,米,28,毫秒,"USB, Ethernet",AC220V,75,W,科技新闻,https://www.technologymedia.com,,
3840x2160,4,个,"HDMI, SDI, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,18,毫秒,"RS232, USB-C",AC110V,100,W,视频播放平台,https://www.videostreamingplatform.com,,
1280x720,1,个,"USB, Type-C, >5Gbps",4GB,720P,5Gbps,480,P,30,米,14,毫秒,"HDMI, RS232",AC5V,20,W,电子爱好者,https://www.electronicfans.com,,
1920x1080,2,个,"HDMI, Ethernet, >20Gbps",16GB,1080P,20Gbps,1080,P,65,米,24,毫秒,"USB-C, HDMI",AC220V,85,W,视频技术,https://www.videotech.com,,
2560x1080,1,个,"HDMI, USB, >15Gbps",8GB,UltraWide,15Gbps,1080,P,50,米,21,毫秒,"VGA, USB",AC110V,65,W,游戏新闻,https://www.gamingnews.com,,
3840x2160,4,个,"HDMI, SDI, >25Gbps",32GB,4K,25Gbps,2160,P,100,米,19,毫秒,"USB 3.1, RS232",AC220V,95,W,光电产业,https://www.optoelectronics.com,,
1280x720,1,个,"USB 3.0, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,25,米,17,毫秒,"VGA, RS232",AC5V,18,W,创意视频,https://www.creativevideo.com,,
1920x1080,3,个,"HDMI, DisplayPort, >17Gbps",10GB,1080P,17Gbps,1080,P,70,米,23,毫秒,"USB, Ethernet",AC220V,90,W,未来科技,https://www.futuretech.com,,
2560x1440,1,个,"USB-C, HDMI, >20Gbps",12GB,1440P,20Gbps,1440,P,60,米,26,毫秒,"HDMI, USB",AC110V,75,W,技术前沿报告,https://www.techfrontreport.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",16GB,1080P,10Gbps,1080,P,50,米,30,毫秒,"USB-C, Ethernet",AC220V,75,W,科技日历,https://www.techcalendar.com,,
2560x1440,3,个,"USB 3.1, HDMI, >20Gbps",32GB,1440P,20Gbps,1440,P,85,米,28,毫秒,"RS232, USB",AC110V,90,W,视频技术论坛,https://www.videotechforum.com,,
3840x2160,2,个,"HDMI, Ethernet, >25Gbps",16GB,4K,25Gbps,2160,P,100,米,19,毫秒,"HDMI, USB-C",AC220V,120,W,摄影师指南,https://www.photographersguide.com,,
7680x4320,4,个,"HDMI, SDI, >50Gbps",128GB,8K,50Gbps,4320,P,200,米,55,毫秒,"USB 3.0, Ethernet",AC240V,500,W,未来科技,https://www.futuretech.com,,
3840x2160,2,个,"HDMI, USB-C, >30Gbps",32GB,4K,30Gbps,2160,P,120,米,24,毫秒,"USB-C, RS232",AC110V,100,W,行业动态,https://www.industrynews.com,,
1920x1080,1,个,"VGA, HDMI, >8Gbps",8GB,1080P,8Gbps,1080,P,50,米,18,毫秒,RS232,AC5V,30,W,数字影像,https://www.digitalimage.com,,
2560x1080,1,个,"HDMI, USB, >15Gbps",16GB,UltraWide,15Gbps,1080,P,75,米,20,毫秒,HDMI,AC110V,70,W,显示技术,https://www.displaytechnology.com,,
5120x2880,3,个,"SDI, USB-C, >40Gbps",64GB,5K,40Gbps,1440,P,100,米,22,毫秒,USB 3.1,AC220V,150,W,新技术展,https://www.newtechshow.com,,
1280x720,1,个,"HDMI, Type-C, >5Gbps",4GB,720P,5Gbps,480,P,40,米,15,毫秒,"VGA, USB",AC5V,20,W,乐乐网,https://www.lele.cn,,
3840x2160,2,个,"HDMI, SDI, >30Gbps",64GB,4K,30Gbps,2160,P,150,米,27,毫秒,"USB-C, Ethernet",AC220V,160,W,未来影像,https://www.futureimage.com,,
1920x1080,1,个,"HDMI, DisplayPort, >10Gbps",8GB,1080P,10Gbps,1080,P,60,米,16,毫秒,"USB, HDMI",AC110V,40,W,数码科技,https://www.digitaltech.com,,
2560x1440,2,个,"HDMI, Ethernet, >15Gbps",16GB,1440P,15Gbps,1440,P,80,米,29,毫秒,"RS232, USB",AC110V,85,W,智能硬件,https://www.smartdevices.com,,
5120x2880,3,个,"HDMI, USB-C, >35Gbps",32GB,5K,35Gbps,1440,P,120,米,33,毫秒,"USB-C, Ethernet",AC220V,200,W,科技前沿,https://www.techemerging.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",4GB,1080P,10Gbps,1080,P,50,米,15,毫秒,USB-C,AC120V,70,W,新技术观察,https://www.newtechwatch.com,,
2560x1440,2,个,"HDMI, SDI, >20Gbps",8GB,1440P,20Gbps,1440,P,60,米,30,毫秒,HDMI,AC240V,95,W,视频制作平台,https://www.videoproductionplatform.com,,
3840x2160,1,个,"USB, HDMI, >25Gbps",8GB,4K,25Gbps,2160,P,100,米,40,毫秒,RS232,AC220V,110,W,数码影像网,https://www.digitalimage.com,,
7680x4320,4,个,"SDI, HDMI, >90Gbps",128GB,8K,90Gbps,4320,P,300,米,55,毫秒,"USB 3.1, RS232",AC240V,500,W,科技前沿,https://www.techfrontier.com,,
3840x2160,2,个,"HDMI, Ethernet, >40Gbps",16GB,4K,40Gbps,2160,P,120,米,28,毫秒,USB-C,AC110V,130,W,未来科技,https://www.futuretech.com,,
2560x1440,1,个,"HDMI, VGA, >15Gbps",6GB,1440P,15Gbps,1440,P,50,米,20,毫秒,HDMI,AC220V,80,W,影像技术,https://www.imagetechnology.com,,
1920x1080,1,个,"USB, HDMI, >12Gbps",4GB,1080P,12Gbps,1080,P,40,米,18,毫秒,USB-C,AC110V,75,W,影像产业动态,https://www.imageindustry.com,,
1280x720,1,个,"HDMI, USB, >8Gbps",2GB,720P,8Gbps,480,P,20,米,16,毫秒,RS232,AC5V,20,W,数码产品测评,https://www.digitalproductreview.com,,
5120x2880,3,个,"USB, HDMI, >35Gbps",32GB,5K,35Gbps,1440,P,80,米,22,毫秒,"HDMI, USB-C",AC110V,130,W,技术总览,https://www.techoverview.com,,
3840x2160,2,个,"HDMI, Ethernet, >50Gbps",16GB,4K,50Gbps,2160,P,150,米,34,毫秒,USB-C,AC220V,140,W,科技进步,https://www.techprogress.com,,
2560x1080,2,个,"SDI, HDMI, >30Gbps",32GB,UltraWide,30Gbps,1080,P,90,米,27,毫秒,"USB 3.0, RS232",AC110V,85,W,影像技术博客,https://www.imagingtechblog.com,,
1280x720,2,个,"HDMI, USB, >8Gbps",4GB,720P,8Gbps,480,P,45,米,19,毫秒,HDMI,AC5V,25,W,未来影像论坛,https://www.futureimageforum.com,,
1920x1080,3,个,"USB-C, HDMI, >15Gbps",8GB,1080P,15Gbps,1080,P,70,米,24,毫秒,"USB, RS232",AC220V,90,W,互动媒体,https://www.interactivemedia.com,,
1920x1080,1,个,"HDMI, VGA, >10Gbps",6GB,1080P,10Gbps,1080,P,50,米,15,毫秒,"USB, RS232",AC220V,70,W,科技日报,https://www.stdaily.com,,
7680x4320,4,个,"SDI, HDMI, >60Gbps",128GB,8K,60Gbps,4320,P,400,米,40,毫秒,"USB 3.1, RS232",AC240V,500,W,高清显示技术,https://www.hdtechnology.com,,
3840x2160,2,个,"HDMI, Ethernet, >20Gbps",12GB,4K,20Gbps,2160,P,150,米,30,毫秒,"USB-C, Ethernet",AC220V,110,W,数字生活,https://www.digitalife.com,,
2560x1080,1,个,"USB-C, HDMI, >15Gbps",8GB,UltraWide,15Gbps,1080,P,80,米,20,毫秒,"HDMI, USB",AC110V,65,W,创意科技,https://www.creative-tech.com,,
5120x2880,3,个,"USB-C, HDMI, >35Gbps",16GB,5K,35Gbps,1440,P,90,米,18,毫秒,"USB, SDI",AC110V,130,W,未来科技,https://www.future-tech.com,,
3840x2160,3,个,"HDMI, USB, >25Gbps",10GB,4K,25Gbps,2160,P,200,米,24,毫秒,"USB-C, Ethernet",AC220V,95,W,数码观察,https://www.digitalobserver.com,,
1280x720,2,个,"Type-C, HDMI, >8Gbps",4GB,720P,8Gbps,480,P,30,米,22,毫秒,"USB, RS232",AC5V,20,W,科技先锋,https://www.techpioneer.com,,
3840x2160,5,个,"HDMI, Ethernet, >50Gbps",32GB,4K,50Gbps,2160,P,300,米,28,毫秒,"USB-C, HDMI",AC220V,150,W,高级视听,https://www.advanced-audio.com,,
2560x1440,2,个,"HDMI, SDI, >12Gbps",8GB,1440P,12Gbps,1440,P,60,米,19,毫秒,"USB, HDMI",AC220V,85,W,数码观察家,https://www.digitalwatcher.com,,
1920x1080,1,个,"HDMI, USB-C, >10Gbps",6GB,1080P,10Gbps,1080,P,40,米,17,毫秒,"USB, RS232",AC220V,75,W,新技术前沿,https://www.techfrontier.com,,
5120x2880,4,个,"USB-C, HDMI, >35Gbps",32GB,5K,35Gbps,1440,P,120,米,22,毫秒,"USB-C, RS232",AC220V,140,W,科技动态,https://www.technews.com,,
3840x2160,2,个,"HDMI, Ethernet, >30Gbps",8GB,4K,30Gbps,2160,P,100,米,33,毫秒,"USB-C, HDMI",AC220V,125,W,前沿科技,https://www.frontiertech.com,,
1280x720,2,个,"HDMI, USB, >12Gbps",6GB,720P,12Gbps,480,P,20,米,14,毫秒,"USB, RS232",AC5V,18,W,数码中心,https://www.digitalhub.com,,
7680x4320,5,个,"SDI, HDMI, >95Gbps",256GB,8K,95Gbps,4320,P,500,米,45,毫秒,"USB 3.2, RS232",AC240V,600,W,前沿的科技,https://www.technologyatfront.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",4GB,1080P,10Gbps,1080,P,50,米,20,毫秒,USB,AC220V,60,W,小米科技,https://www.mi.com,,
3840x2160,3,个,"HDMI, Ethernet, >20Gbps",32GB,4K,20Gbps,2160,P,150,米,25,毫秒,"USB-C, HDMI",AC240V,135,W,科技日报,https://www.stdaily.com,,
2560x1440,2,个,"HDMI, SDI, >12Gbps",8GB,1440P,12Gbps,1440,P,60,米,30,毫秒,RS232,AC110V,70,W,极客时间,https://time.geekbang.org,,
5120x2880,4,个,"USB-C, HDMI, >35Gbps",16GB,5K,35Gbps,2880,P,80,米,20,毫秒,"USB, Ethernet",AC220V,150,W,电子工程网,https://www.elecfans.com,,
7680x4320,7,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,42,毫秒,"USB 3.1, RS232",AC240V,500,W,未来网络,https://www.futurenet.com,,
1280x720,1,个,"Type-C, USB, >5Gbps",2GB,720P,5Gbps,720,P,20,米,18,毫秒,RS232,AC5V,25,W,手机数码,https://www.mobilephone.com,,
1920x1080,2,个,"HDMI, Ethernet, >15Gbps",8GB,1080P,15Gbps,1080,P,60,米,21,毫秒,"USB-C, HDMI",AC230V,90,W,网络视频平台,https://www.video.com,,
3840x2160,2,个,"HDMI, USB-C, >25Gbps",16GB,4K,25Gbps,2160,P,120,米,30,毫秒,"USB, RS232",AC220V,110,W,数字媒体,https://www.digitalmedia.com,,
5120x2880,3,个,"USB-C, HDMI, >30Gbps",20GB,5K,30Gbps,2880,P,90,米,30,毫秒,"HDMI, Ethernet",AC220V,140,W,未来科技,https://www.futuristictech.com,,
2560x1440,2,个,"SDI, HDMI, >15Gbps",8GB,1440P,15Gbps,1440,P,70,米,25,毫秒,"Ethernet, RS232",AC220V,80,W,计算机应用,https://www.ccomputerapply.com,,
3840x2160,2,个,"HDMI, USB, >25Gbps",16GB,4K,25Gbps,2160,P,150,米,28,毫秒,"USB-C, HDMI",AC110V,100,W,科技杂志,https://www.techmagazine.com,,
1280x720,1,个,"USB, HDMI, >8Gbps",4GB,720P,8Gbps,480,P,30,米,22,毫秒,RS232,AC5V,20,W,网络论坛,https://www.forum.com,,
1920x1080,2,个,"HDMI, USB, >10Gbps",8GB,1080P,10Gbps,1080,P,50,米,15,毫秒,"USB-C, HDMI",AC110V,65,W,科技前沿,https://www.techfrontier.com,,
3840x2160,3,个,"HDMI, Ethernet, >20Gbps",16GB,4K,20Gbps,2160,P,200,米,30,毫秒,RS232,AC220V,110,W,虚拟现实博览会,https://www.vrfair.com,,
7680x4320,5,个,"SDI, HDMI, >100Gbps",64GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB 3.1, Ethernet",AC240V,500,W,科幻电影研究,https://www.scifimovies.org,,
2560x1440,2,个,"HDMI, SDI, >15Gbps",8GB,1440P,15Gbps,1440,P,100,米,22,毫秒,"USB, HDMI",AC220V,100,W,智能城市展望,https://www.smartcityvision.com,,
1920x1080,1,个,"USB, HDMI, >8Gbps",4GB,1080P,8Gbps,1080,P,40,米,14,毫秒,USB-C,AC110V,50,W,电子产品创新,https://www.electronicinnovation.com,,
3840x2160,4,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,26,毫秒,"VGA, USB 3.0",AC220V,150,W,全球网络安全,https://www.globalsecuritynews.com,,
5120x2880,3,个,"USB-C, HDMI, >35Gbps",16GB,5K,35Gbps,1440,P,80,米,20,毫秒,"HDMI, Ethernet",AC220V,130,W,数字内容创作,https://www.digitalcreation.com,,
2560x1080,2,个,"HDMI, VGA, >10Gbps",8GB,UltraWide,10Gbps,1080,P,60,米,23,毫秒,USB-C,AC110V,75,W,视频制作平台,https://www.videomakingplatform.com,,
1280x720,2,个,"USB, HDMI, >5Gbps",4GB,720P,5Gbps,480,P,20,米,18,毫秒,USB 3.0,AC5V,30,W,技术观察,https://www.techobservation.com,,
3840x2160,4,个,"HDMI, Ethernet, >45Gbps",32GB,4K HDR,45Gbps,2160,P,250,米,35,毫秒,"VGA, USB",AC220V,150,W,下一代显示技术,https://www.nextgendisplay.com,,
1920x1080,2,个,"USB-C, HDMI, >10Gbps",8GB,1080P,10Gbps,1080,P,30,米,19,毫秒,HDMI,AC110V,70,W,新媒体技术,https://www.newmediattech.com,,
2560x1440,4,个,"HDMI, Ethernet, >25Gbps",16GB,1440P,25Gbps,1440,P,90,米,22,毫秒,"USB-C, RS232",AC220V,85,W,网络流媒体,https://www.streamingmedia.com,,
3840x2160,3,个,"HDMI, USB-C, >50Gbps",64GB,4K,50Gbps,2160,P,120,米,20,毫秒,"VGA, HDMI",AC240V,160,W,未来科技,https://www.futuretech.com,,
7680x4320,6,个,"SDI, HDMI, >120Gbps",128GB,8K,120Gbps,4320,P,400,米,42,毫秒,"USB 3.1, RS232",AC240V,700,W,高清视觉,https://www.highdefvisuals.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",16GB,1080P,10Gbps,1080,P,60,米,20,毫秒,USB-C,AC220V,75,W,视讯技术网,https://www.videotechnology.com,,
3840x2160,2,个,"HDMI, SDI, >25Gbps",32GB,4K,25Gbps,2160,P,120,米,30,毫秒,"HDMI, Ethernet",AC240V,140,W,现代影像杂志,https://www.modernimaging.com,,
2560x1440,3,个,"HDMI, USB-C, >15Gbps",8GB,1440P,15Gbps,1440,P,50,米,22,毫秒,"USB, RS232",AC220V,85,W,科技先锋电子,https://www.techpioneer.com,,
7680x4320,4,个,"USB-C, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,40,毫秒,"Ethernet, USB 3.1",AC240V,600,W,高科技观察,https://www.hitechobserver.com,,
