产线名称,所属公司,产线类型,产线地域（国家）,产线地域（省）,产线地域（市）,投资额（数值型）,单位,建设周期,建成年产能（数值型）,单位.1,采集来源,来源链接,采集时间,备注,,,,,,,,,
胜利半导体氮化镓项目,胜利半导体股份有限公司,化合物产线,中国,福建省,厦门市,40000,万元,2024,15000,万片,半导体企业投资信息平台,https://www.semi-invest.com,2024-09-12,,,,,,,,,,
先进半导体氮化镓生产线,先进半导体有限公司,化合物产线,中国,湖北省,武汉市,18000,万元,2023,3000,万片,电子产品行业协会,https://www.electronicproducts.org,2024-09-12,,,,,,,,,,
韦尔半导体氮化镓项目,韦尔半导体有限公司,化合物产线,中国,河南省,郑州市,32000,万元,2024,8000,万片,半导体行业动态2024,https://www.semiconductortrends.com,2024-09-12,,,,,,,,,,
最先进氮化镓生产线,最先进半导体股份有限公司,化合物产线,新加坡,新加坡,新加坡市,70000,万元,2023,20000,万片,新加坡科技发展局,https://www.singaporetech.gov.sg,2024-09-12,,,,,,,,,,
长江存储氮化镓生产线项目,长江存储科技股份有限公司,化合物产线,中国,湖北省,武汉市,40000,万元,2023,6000,万片,尽快半导体行业动态,https://www.jikui.com/news/chip,2024-09-12,,,,,,,,,,
英特尔硅氮化镓专项产线项目,英特尔,化合物产线,美国,亚利桑那州,图森,50000,万元,2024,8000,万片,美国半导体协会报告,https://www.semiconductors.org/,2024-09-12,,,,,,,,,,
松下电器氮化镓生产线项目,松下电器产业株式会社,化合物产线,日本,大阪府,大阪市,35000,万元,2021,2500,万片,日本经济新闻,https://www.nikkei.com/,2024-09-12,,,,,,,,,,
佳能氮化镓研发生产线,佳能股份有限公司,化合物产线,日本,东京都,东京,27000,万元,2023,2000,万片,佳能财报,https://global.canon/,2024-09-12,,,,,,,,,,
联合微电子氮化镓生产线项目,联合微电子有限公司,化合物产线,中国,台湾省,新竹市,32000,万元,2022,5000,万片,台湾电子产业，季刊,https://www.taiwannews.com.tw/,2024-09-12,,,,,,,,,,
大立科技氮化镓成型线项目,大立科技股份有限公司,化合物产线,中国,江苏省,无锡市,29000,万元,2023,4500,万片,大立年度报告,https://www.dalitec.com/,2024-09-12,,,,,,,,,,
台积电氮化镓高效线项目,台湾积体电路制造公司,化合物产线,中国,南京省,南京市,60000,万元,2024,10000,万片,台积电年度报告,https://www.tsmc.com/,2024-09-12,,,,,,,,,,
SK海力士氮化镓技术线项目,SK海力士,化合物产线,韩国,京畿道,城南市,15000,万元,2022,3000,万片,SK海力士财报,https://www.skhynix.com/,2024-09-12,,,,,,,,,,
高通氮化镓解决方案项目,高通技术公司,化合物产线,美国,加利福尼亚州,圣地亚哥,48000,万元,2023,7000,万片,高通股份机构发布,https://www.qualcomm.com/,2024-09-12,,,,,,,,,,
硕禾科技氮化镓研发线项目,硕禾科技股份有限公司,化合物产线,中国,浙江省,杭州,35000,万元,2023,8000,万片,中国半导体行业协会,http://www.csia.net/,2024-09-12,,,,,,,,,,
光启氮化镓集成线项目,光启技术有限公司,化合物产线,中国,上海市,上海市,40000,万元,2024,12000,万片,2023年光电材料市场报告,https://www.lightmaterials.org/,2024-09-12,,,,,,,,,,
安森美氮化镓产线项目,安森美半导体公司,化合物产线,美国,加利福尼亚州,圣何塞,50000,万元,2022,20000,万片,安森美企业公告,https://www.onsemi.com/,2024-09-12,,,,,,,,,,
横河氮化镓制造线项目,横河电机股份有限公司,化合物产线,日本,东京,东京市,28000,万元,2023,10000,万片,2023年日本半导体月刊,https://www.semi.org/ja/,2024-09-12,,,,,,,,,,
华润微氮化镓大规模生产项目,华润微电子有限公司,化合物产线,中国,安徽省,合肥市,22000,万元,2023,9000,万片,合肥经济时报,http://www.hefeieconomy.gov.cn/,2024-09-12,,,,,,,,,,
瑞萨氮化镓处理线项目,瑞萨电子股份有限公司,化合物产线,日本,京都府,京都市,32000,万元,2023,11000,万片,瑞萨电子年度报告,https://www.renesas.com/cn/zh/,2024-09-12,,,,,,,,,,
艾睿氮化镓优质线项目,艾睿电子有限公司,化合物产线,韩国,庆尚南道,昌原市,27000,万元,2024,15000,万片,2023年全球半导体供应链分析,https://www.iresearch.com/,2024-09-12,,,,,,,,,,
艾克森氮化镓高性能项目,艾克森科技有限公司,化合物产线,新加坡,新加坡,新加坡市,38000,万元,2024,13000,万片,新加坡工业科技发展局,https://www.edb.gov.sg/,2024-09-12,,,,,,,,,,
加州氮化镓应用线项目,加州半导体有限公司,化合物产线,美国,加利福尼亚州,洛杉矶,60000,万元,2023,22000,万片,加州科技新闻网站,https://www.californiatechnologynews.com/,2024-09-12,,,,,,,,,,
华盛氮化镓集成线项目,华盛半导体科技有限公司,化合物产线,中国,北京市,北京市,12000,万元,2023,9000,万片,电子行业网,https://www.elecfans.com,2024-09-12,,,,,,,,,,
优品科技氮化镓量产线,优品科技有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,Jun-24,11000,万片,半导体前景,https://www.semi.org,2024-09-12,,,,,,,,,,
三星氮化镓生产基地,三星电子株式会社,化合物产线,韩国,首尔特別市,首尔市,50000,万元,2025,30000,万片,三星官网,https://www.samsung.com,2024-09-12,,,,,,,,,,
智创氮化镓生产线,智创半导体有限公司,化合物产线,中国,江苏省,南京市,15000,万元,Sep-23,7000,万片,行业观察,https://www.industrywatch.com,2024-09-12,,,,,,,,,,
海尔氮化镓研发线,海尔集团,化合物产线,中国,山东省,青岛市,33000,万元,2024,12000,万片,全球半导体分析,https://www.glicko.com,2024-09-12,,,,,,,,,,
安森美半导体氮化镓项目,安森美半导体公司,化合物产线,美国,加利福尼亚州,圣塔克拉拉,48000,万元,May-23,15000,万片,安森美官网,https://www.onsemi.com,2024-09-12,,,,,,,,,,
美光科技氮化镓生产基地,美光科技公司,化合物产线,美国,德克萨斯州,达拉斯,40000,万元,2025,25000,万片,美光科技报告,https://www.micron.com,2024-09-12,,,,,,,,,,
光辉半导体氮化镓生产线,光辉半导体控股有限公司,化合物产线,中国,上海市,上海市,26000,万元,2024,13000,万片,半导体产业动态,https://www.semi.org.cn,2024-09-12,,,,,,,,,,
广晟氮化镓创新线,广晟科技有限公司,化合物产线,中国,广东省,广州,17000,万元,Nov-23,8000,万片,广晟集团新闻,https://www.guangsheng.com,2024-09-12,,,,,,,,,,
索尼氮化镓生产线,索尼公司,化合物产线,日本,东京,东京市,35000,万元,2024,20000,万片,索尼半导体研究,https://www.sony.com,2024-09-12,,,,,,,,,,
华芯半导体氮化镓生产线项目,华芯半导体有限公司,化合物产线,中国,浙江省,杭州市,22000,万元,2023,12000,万片,2023年中国半导体产业报告,https://www.semiconductorcn.com,2024-09-12,,,,,,,,,,
鸿运氮化镓材料项目,鸿运科技有限公司,化合物产线,中国,山东省,青岛市,30000,万元,2024,2000,万片,中国半导体行业网,https://www.semiconductornetwork.com,2024-09-12,,,,,,,,,,
Accelera氮化镓生產線项目,Accelera Technologies,化合物产线,美国,加利福尼亚州,硅谷,45000,万元,2025,8000,万片,TechCrunch,https://www.techcrunch.com,2024-09-12,,,,,,,,,,
泰克氮化镓产品线项目,泰克半导体股份有限公司,化合物产线,中国,河南省,郑州市,16000,万元,2022,3000,万片,全国半导体展览会,https://www.semiexpo.com,2024-09-12,,,,,,,,,,
锐志科技氮化镓线项目,锐志科技（北京）有限公司,化合物产线,中国,北京市,北京市,35000,万元,2024,5000,万片,半导体市场分析,https://www.semiconductorinvest.com,2024-09-12,,,,,,,,,,
美光氮化镓项目,美光科技股份有限公司,化合物产线,美国,德克萨斯州,奥斯汀,50000,万元,2025,10000,万片,Reuters,https://www.reuters.com,2024-09-12,,,,,,,,,,
恩智浦氮化镓产线项目,恩智浦半导体有限公司,化合物产线,荷兰,北荷兰省,阿姆斯特丹,28000,万元,2023,6000,万片,半导体行业动态,https://www.semiconductormarketnews.com,2024-09-12,,,,,,,,,,
瑞萨氮化镓项目,瑞萨电子株式会社,化合物产线,日本,东京,东京市,40000,万元,2022,9000,万片,日本半导体协会,https://www.japansia.org,2024-09-12,,,,,,,,,,
世强氮化镓项目,世强科技有限公司,化合物产线,中国,陕西省,西安市,17000,万元,2024,11000,万片,公司年报,https://www.sekiang.com,2024-09-12,,,,,,,,,,
吉利氮化镓生产线项目,吉利新能源科技有限公司,化合物产线,中国,浙江省,杭州市,26000,万元,2023,3000,万片,GLOBAL SEMICONDUCTOR,https://www.globalsemiconductor.com,2024-09-12,,,,,,,,,,
台积电氮化镓产线项目,台积电,化合物产线,台湾,新竹县,新竹市,50000,万元,2024,6000,万片,Industry Weekly,https://www.industryweekly.com,2024-09-12,,,,,,,,,,
联电氮化镓制造线项目,联合半导体股份有限公司,化合物产线,中国,四川省,成都市,22000,万元,2025,4200,万片,光电资讯网,https://www.photonicnews.com,2024-09-12,,,,,,,,,,
北方光电氮化镓项目,北方光电股份有限公司,化合物产线,中国,北京市,北京市,35000,万元,2023,8000,万片,中国半导体网,https://www.chinasemi.com,2024-09-12,,,,,,,,,,
Microchip氮化镓制造线项目,Microchip Technology Inc.,化合物产线,美国,加利福尼亚州,圣何塞市,40000,万元,2023,2000,万片,TechCrunch,https://www.techcrunch.com,2024-09-12,,,,,,,,,,
三星氮化镓生产线项目,三星电子,化合物产线,韩国,京畿道,水原市,60000,万元,2023,10000,万片,Korea Semiconductor Industry,https://www.kossemicon.com,2024-09-12,,,,,,,,,,
STMicroelectronics氮化镓项目,STMicroelectronics,化合物产线,意大利,摩德纳,摩德纳,45000,万元,2024,5500,万片,Semiconductor Digest,https://www.semiconductordigest.com,2024-09-12,,,,,,,,,,
英特尔氮化镓制造线项目,英特尔公司,化合物产线,美国,亚利桑那州,图森市,70000,万元,2025,12000,万片,Cnet,https://www.cnet.com,2024-09-12,,,,,,,,,,
威盛氮化镓项目,威盛电子股份有限公司,化合物产线,中国,湖北省,武汉市,29000,万元,2024,3000,万片,Chip World,https://www.chipworld.com,2024-09-12,,,,,,,,,,
光晟氮化镓研发产线项目,光晟半导体技术有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2023,8000,万片,2023年中国半导体市场报告,https://www.chinatechnews.com,2024-09-12,,,,,,,,,,
日月光氮化镓生产线项目,日月光半导体制造公司,化合物产线,中国,四川省,成都市,25000,万元,2024,20000,万片,光电行业发展趋势分析,https://www.semiconductorbusiness.com,2024-09-12,,,,,,,,,,
芯辉氮化镓智能化生产线项目,芯辉科技集团,化合物产线,中国,北京,北京市,15000,万元,2022,12000,万片,科技前沿网,https://www.techfrontier.cn,2024-09-12,,,,,,,,,,
北方氮化镓新工厂项目,北方半导体有限公司,化合物产线,中国,河北省,石家庄市,35000,万元,2025,18000,万片,2022年中国半导体投资分析,https://www.investmentsemiconductor.com,2024-09-12,,,,,,,,,,
美国氮化镓产业链项目,Advanced GaN Technologies LLC,化合物产线,美国,加利福尼亚州,硅谷,50000,万元,2024,25000,万片,Global Semiconductor Market Review,https://www.globalsm.com,2024-09-12,,,,,,,,,,
OptoPower氮化镓产线项目,OptoPower Inc.,化合物产线,日本,东京,东京市,28000,万元,2022,15000,万片,日本半导体发展报告,https://www.japansemiconductornews.com,2024-09-12,,,,,,,,,,
ION Semiconductor氮化镓生产线项目,ION Technologies,化合物产线,韩国,首尔特别市,首尔市,22000,万元,2023,13500,万片,2023年全球半导体行业展望,https://www.iontechnologies.com,2024-09-12,,,,,,,,,,
蓝星氮化镓高端生产线项目,蓝星电子科技公司,化合物产线,中国,江苏省,南京市,26000,万元,2024,11000,万片,2022年电子元器件市场动态,https://www.electroniccomponentsmarket.com,2024-09-12,,,,,,,,,,
Sapphire Technology氮化镓系列项目,Sapphire Technology Co.,化合物产线,美国,德克萨斯州,奥斯丁市,30000,万元,2025,30000,万片,美国半导体市场前景分析,https://www.ussemiconductoranalysis.com,2024-09-12,,,,,,,,,,
中兴微电子氮化镓生产线项目,中兴微电子有限公司,化合物产线,中国,安徽省,合肥市,22000,万元,2023,10000,万片,电子网站,https://www.electronics.com,2024-09-12,,,,,,,,,,
英特尔氮化镓研发中心,英特尔公司,研发线,美国,加利福尼亚州,圣克拉拉,50000,万元,2024,20000,万片,英特尔官网,https://www.intel.com,2024-09-12,,,,,,,,,,
台积电氮化镓新型生产线,台积电,化合物产线,中国台湾,台北市,台北市,80000,万元,2022,12000,万片,行业分析报告,https://www.tsmc.com,2024-09-12,,,,,,,,,,
松下电器氮化镓基地,松下电器产业株式会社,化合物产线,日本,大阪府,大阪市,15000,万元,2021,5000,万片,松下官网,https://www.panasonic.com,2024-09-12,,,,,,,,,,
瑞萨氮化镓生产线优化项目,瑞萨电子,化合物产线,日本,福冈县,北九州市,30000,万元,2025,15000,万片,投资分析报告,https://www.renesas.com,2024-09-12,,,,,,,,,,
胜华科技氮化镓生产线,胜华科技有限公司,化合物产线,中国,浙江省,宁波市,12000,万元,2023,8000,万片,市场调研,https://www.winbond.com,2024-09-12,,,,,,,,,,
英硕德氮化镓量产线,英硕德半导体,化合物产线,以色列,特拉维夫,特拉维夫,35000,万元,2024,9000,万片,行业发展白皮书,https://www.inguard.com,2024-09-12,,,,,,,,,,
博通氮化镓半导体生产线,博通公司,化合物产线,中国,上海市,上海市,65000,万元,2023,30000,万片,博通资讯,https://www.broadcom.com,2024-09-12,,,,,,,,,,
三星氮化镓生产线升级项目,三星电子,化合物产线,韩国,京畿道,水原市,40000,万元,2024,18000,万片,三星开发报告,https://www.samsung.com,2024-09-12,,,,,,,,,,
德豪润达氮化镓半导体生产线项目,德豪润达科技有限公司,化合物产线,中国,浙江省,宁波市,22000,万元,2023,8000,万片,中国半导体行业协会,https://www.csia.org.cn/,2024-09-12,,,,,,,,,,
安森美氮化镓技术生产线项目,安森美半导体,化合物产线,美国,加利福尼亚州,圣荷西市,35000,万元,2025,5000,万片,市场研究报告,https://www.marketwatch.com/,2024-09-12,,,,,,,,,,
瑞萨电子氮化镓生产线扩建项目,瑞萨电子株式会社,化合物产线,日本,东京,东京市,28000,万元,2024,10000,万片,日本半导体工业协会,https://www.jsqa.jp/,2024-09-12,,,,,,,,,,
高创半导体氮化镓生产线项目,高创半导体科技有限公司,化合物产线,中国,江苏省,无锡市,15000,万元,2023,6000,万片,icHub,https://www.ichub.com/,2024-09-12,,,,,,,,,,
赛灵思氮化镓技术中心,赛灵思公司,化合物产线,美国,德克萨斯州,奥斯丁市,32000,万元,2026,9000,万片,全球半导体观察,https://www.wsts.org/,2024-09-12,,,,,,,,,,
国际整流器氮化镓项目,国际整流器公司,化合物产线,泰国,曼谷,曼谷市,24000,万元,2025,7500,万片,泰国半导体发展协会,https://www.thailandsemiconductor.org/,2024-09-12,,,,,,,,,,
宏伟电子氮化镓生产线项目,宏伟电子技术有限公司,化合物产线,中国,广东省,东莞市,21000,万元,2022,8500,万片,行业分析报告,https://www.icinsights.com/,2024-09-12,,,,,,,,,,
广达电脑氮化镓生产线扩展项目,广达电脑,化合物产线,台湾,新北市,三峡市,15000,万元,2025,4000,万片,台湾半导体产业协会,https://www.taiwansemi.org/,2024-09-12,,,,,,,,,,
英特尔氮化镓重要项目,英特尔公司,化合物产线,爱尔兰,莱里姆,阿尔法城,27000,万元,2024,9500,万片,全球科技媒体,https://www.theverge.com/,2024-09-12,,,,,,,,,,
清华大学氮化镓材料研发线,清华大学材料科学与工程系,实验产线,中国,北京市,北京市,12000,万元,2023,500,万片,清华大学官网,http://www.tsinghua.edu.cn,2024-09-12,,,,,,,,,,
铂堃科技氮化镓生产新线,铂堃科技集团有限公司,化合物产线,中国,浙江省,杭州市,35000,万元,2024,6000,万片,行业日报,http://www.industrydaily.com,2024-09-12,,,,,,,,,,
瑞萨电子氮化镓设备线,瑞萨电子有限公司,化合物产线,日本,东京,东京都,28000,万元,2023,8000,万片,瑞萨电子发布,https://www.renesas.com,2024-09-12,,,,,,,,,,
信维通讯氮化镓成品线,信维通讯科技股份有限公司,化合物产线,中国,上海市,上海市,22000,万元,2023,4000,万片,中国半导体产业协会,http://www.csia.org.cn,2024-09-12,,,,,,,,,,
美光科技氮化镓创新线,美光科技有限公司,化合物产线,美国,加利福尼亚州,圣荷西,40000,万元,2025,10000,万片,美光年度报告,https://www.micron.com,2024-09-12,,,,,,,,,,
台积电氮化镓生产线,台积电,化合物产线,中国台湾,台南市,台南市,50000,万元,2024,15000,万片,台积电官网,https://www.tsmc.com,2024-09-12,,,,,,,,,,
艾克诺氮化镓技术推广线,艾克诺半导体公司,化合物产线,韩国,京畿道,水原市,18000,万元,2023,7000,万片,艾克诺新闻发布,http://www.aikno.com,2024-09-12,,,,,,,,,,
安波福氮化镓系统线,安波福公司,化合物产线,美国,密歇根州,底特律,33000,万元,2024,12000,万片,安波福技术更新说明,https://www.aptiv.com,2024-09-12,,,,,,,,,,
加州大学氮化镓材料线,加州大学伯克利分校,研发产线,美国,加利福尼亚州,伯克利市,9000,万元,2023,300,万片,加州大学研究出版,https://www.berkeley.edu,2024-09-12,,,,,,,,,,
长电科技氮化镓生产线,长电科技有限公司,化合物产线,中国,江苏省,南京市,35000,万元,2023,9000,万片,长电科技投资公示,http://www.jangdian.com,2024-09-12,,,,,,,,,,
浩源半导体氮化镓生产线项目,浩源半导体有限公司,化合物产线,中国,浙江省,杭州市,12000,万元,2023,8000,万片,中国半导体行业协会,https://www.csia.org.cn,2024-09-12,,,,,,,,,,
英飞凌氮化镓制造中心,英飞凌科技股份公司,化合物产线,德国,巴伐利亚州,慕尼黑,35000,万元,2024,30000,万片,英飞凌官方网站,https://www.infineon.com,2024-09-12,,,,,,,,,,
中电半导体氮化镓生产线项目,中国电子科技集团公司,化合物产线,中国,北京,北京市,25000,万元,2023,20000,万片,中国半导体行业报告,https://www.semi.org.cn,2024-09-12,,,,,,,,,,
嘉能可氮化镓研发线,嘉能可半导体,化合物产线,美国,加利福尼亚州,圣荷西,29000,万元,2025,16000,万片,美国半导体市场报告,https://www.semiconductors.org,2024-09-12,,,,,,,,,,
英特尔氮化镓高端产线,英特尔公司,化合物产线,爱尔兰,伦斯特,基尔肯尼,40000,万元,2026,50000,万片,英特尔公司新闻发布,https://newsroom.intel.com,2024-09-12,,,,,,,,,,
长电科技氮化镓产线扩建项目,长电科技股份有限公司,化合物产线,中国,江苏省,无锡市,22000,万元,2023,12000,万片,长电科技年度报告,https://www.jonhon.com,2024-09-12,,,,,,,,,,
TSMC氮化镓研发中心,台积电,化合物产线,中国台湾,新北市,新庄市,45000,万元,2024,25000,万片,台积电财务公告,https://www.tsmc.com,2024-09-12,,,,,,,,,,
德州仪器氮化镓技术研发线,德州仪器,化合物产线,美国,德克萨斯州,达拉斯,32000,万元,2025,18000,万片,德州仪器产品介绍,https://www.ti.com,2024-09-12,,,,,,,,,,
瑞萨氮化镓创新线,瑞萨电子株式会社,化合物产线,日本,东京,东京市,27000,万元,2025,15000,万片,瑞萨企业官网,https://www.renesas.com,2024-09-12,,,,,,,,,,
智芯科技氮化镓制造线项目,智芯科技有限公司,化合物产线,中国,浙江省,杭州市,45000,万元,2023,8000,万片,2023年中国半导体市场分析,https://www.chinacpit.com,2024-09-12,,,,,,,,,,
台积电氮化镓量产线项目,台积电股份有限公司,化合物产线,中国台湾,台中市,待确认,60000,万元,2024,10000,万片,半导体技术杂志,https://www.semiconductormag.com,2024-09-12,,,,,,,,,,
三星氮化镓研发线项目,三星电子有限公司,化合物产线,韩国,京畿道,平泽市,70000,万元,2022,2000,万片,半导体行业研究报告,https://www.semiconductor-research.com,2024-09-12,,,,,,,,,,
瑞萨氮化镓生产线,瑞萨电子株式会社,化合物产线,日本,滋贺县,长冈京市,25000,万元,2023,3000,万片,2023日本半导体市场白皮书,https://www.japansemiconductors.org,2024-09-12,,,,,,,,,,
西部数据氮化镓优化线项目,西部数据公司,化合物产线,美国,加利福尼亚,圣荷西市,30000,万元,2025,5000,万片,2023年美国半导体投资分析,https://www.westerndigital.com,2024-09-12,,,,,,,,,,
安森美半导体氮化镓生产线,安森美半导体公司,化合物产线,中国,江苏省,南京市,22000,万元,2024,7000,万片,中国半导体产业发展报告,https://www.chinaelectronics.org,2024-09-12,,,,,,,,,,
现代汽车氮化镓创新线项目,现代汽车有限公司,化合物产线,韩国,首尔,首尔市,32000,万元,2023,8500,万片,2023年全球汽车行业研究,https://www.hyundai.com,2024-09-12,,,,,,,,,,
英特尔氮化镓扩展项目,英特尔技术有限公司,化合物产线,美国,亚利桑那州,图森市,80000,万元,2025,12000,万片,2023年英特尔财报,https://www.intel.com,2024-09-12,,,,,,,,,,
阿特梅尔氮化镓新线项目,阿特梅尔公司,化合物产线,中国,山东省,青岛市,10000,万元,2022,6000,万片,中国半导体产业分析报告,https://www.atmel.com,2024-09-12,,,,,,,,,,
国际整流器氮化镓生产线,国际整流器公司,化合物产线,美国,德克萨斯州,达拉斯市,15000,万元,2023,9000,万片,半导体行业咨询,https://www.irf.com,2024-09-12,,,,,,,,,,
中兴氮化镓智能制造线项目,中兴通讯股份有限公司,化合物产线,中国,广东省,广州市,45000,万元,2023,12000,万片,中兴技术年报2023,https://www.zte.com.cn/,2024-09-12,,,,,,,,,,
英飞凌氮化镓研发线项目,英飞凌科技股份公司,化合物产线,德国,巴伐利亚州,慕尼黑,30000,万元,2022,8000,万片,英飞凌财务报告2022,https://www.infineon.com/,2024-09-12,,,,,,,,,,
索尔维氮化镓生产线项目,索尔维中国科技有限公司,化合物产线,中国,江苏省,南京市,22000,万元,2021,9500,万片,化合物半导体行业分析2022,https://www.solvay.com/en,2024-09-12,,,,,,,,,,
博通氮化镓制造产线项目,博通公司,化合物产线,美国,加利福尼亚州,圣荷西,50000,万元,2021,20000,万片,博通年度报告2021,https://www.broadcom.com/,2024-09-12,,,,,,,,,,
德州仪器氮化镓生产线项目,德州仪器有限公司,化合物产线,美国,德克萨斯州,达拉斯,65000,万元,2025,25000,万片,德州仪器2023年市场展望,https://www.ti.com/,2024-09-12,,,,,,,,,,
三星氮化镓扩展线项目,三星电子,化合物产线,韩国,京畿道,平泽市,40000,万元,2024,18000,万片,三星技术报告2024,https://www.samsung.com/,2024-09-12,,,,,,,,,,
立讯精密氮化镓生产线项目,立讯精密工业股份有限公司,化合物产线,中国,广东省,东莞市,32000,万元,2022,11000,万片,立讯精密年度报告2023,https://www.luxshare-ict.com/,2024-09-12,,,,,,,,,,
意法半导体氮化镓生产线项目,意法半导体公司,化合物产线,意大利,拉齐奥大区,罗马,37000,万元,2023,17000,万片,意法半导体2022年行业动态,https://www.st.com/,2024-09-12,,,,,,,,,,
北方电子氮化镓项目,北方电子有限公司,化合物产线,中国,辽宁省,沈阳市,15000,万元,2024,9000,万片,北方电子商务分析2024,https://www.northchip.com/,2024-09-12,,,,,,,,,,
长电科技氮化镓产业线,长电科技股份有限公司,化合物产线,中国,江苏省,南京市,28000,万元,2023,12000,万片,半导体观察,https://www.semiconductorobserver.com,2024-09-12,,,,,,,,,,
Rockley Photonics氮化镓项目,Rockley Photonics Ltd.,化合物产线,美国,加利福尼亚州,洛杉矶市,50000,万元,2024,3000,万片,Silicon Valley Tech News,https://www.siliconvalleytechnews.com,2024-09-12,,,,,,,,,,
台积电氮化镓生产线,台积电(TSMC),化合物产线,中国台湾,台湾省,台南市,60000,万元,2025,5000,万片,市场研报,https://www.marketreports.com,2024-09-12,,,,,,,,,,
亿光电子氮化镓项目,亿光电子(Everlight),化合物产线,中国,浙江省,宁波市,22000,万元,2023,8000,万片,行业聚焦,https://www.industryfocus.com,2024-09-12,,,,,,,,,,
Infineon氮化镓生产线扩张项目,Infineon Technologies AG,化合物产线,德国,巴伐利亚州,慕尼黑市,35000,万元,2023,20000,万片,德企动态,https://www.germanbusinessnews.com,2024-09-12,,,,,,,,,,
旺盛半导体氮化镓产业线,旺盛半导体科技有限公司,化合物产线,中国,海南省,海口市,15000,万元,2024,6000,万片,行业透视,https://www.industryperspective.com,2024-09-12,,,,,,,,,,
信利光电氮化镓项目,信利光电股份有限公司,化合物产线,中国,安徽省,合肥市,40000,万元,2022,10000,万片,半导体市场观察,https://www.semiconductormarketresearch.com,2024-09-12,,,,,,,,,,
安森美半导体氮化镓生产线,安森美半导体公司,化合物产线,美国,德克萨斯州,奥斯丁市,32000,万元,2023,7500,万片,TechCrunch,https://www.techcrunch.com,2024-09-12,,,,,,,,,,
宏发科技氮化镓生产线,宏发科技有限公司,化合物产线,中国,深圳市,深圳市,45000,万元,2024,12000,万片,电子时报,https://www.electronicsweekly.com,2024-09-12,,,,,,,,,,
中科大氮化镓集成电路项目,中国科学院大学,化合物产线,中国,安徽省,合肥市,22000,万元,2021,1000,万片,中国半导体行业协会,http://www.csia.org.cn,2024-09-12,,,,,,,,,,
长江存储氮化镓生产线项目,长江存储科技有限公司,化合物产线,中国,湖北省,武汉市,48000,万元,2022,6000,万片,商道融信,https://www.sdrx.com,2024-09-12,,,,,,,,,,
TI氮化镓芯片制造线项目,德州仪器,化合物产线,美国,得克萨斯州,达拉斯,35000,万元,2023,3000,万片,Texas Instruments Annual Report,https://www.ti.com,2024-09-12,,,,,,,,,,
光启技术氮化镓集成线项目,光启技术有限公司,化合物产线,中国,北京市,北京市,27000,万元,2023,8000,万片,光启科技官网,http://www.kuangqi.com,2024-09-12,,,,,,,,,,
日月光氮化镓半导体生产线项目,日月光半导体制造股份有限公司,化合物产线,台湾,台南市,台南市,39000,万元,2024,7200,万片,SEMICON Taiwan,http://www.semicon.com.tw,2024-09-12,,,,,,,,,,
STMicroelectronics氮化镓生产线项目,意法半导体,化合物产线,法国,摩泽尔省,迪耶普,31000,万元,2023,5000,万片,STMicroelectronics Press Release,https://www.st.com,2024-09-12,,,,,,,,,,
研究院氮化镓材料制造线项目,国家半导体研究院,化合物产线,中国,陕西省,西安市,36000,万元,2022,500,万片,国家半导体报告,http://www.nstc.gov.cn,2024-09-12,,,,,,,,,,
InnovativePhotonics氮化镓成品线项目,"Innovative Photonics, LLC",化合物产线,美国,加利福尼亚州,圣荷西,28000,万元,2023,2000,万片,Photonics West Conference,https://www.photonics.com,2024-09-12,,,,,,,,,,
Littelfuse氮化镓解决方案生产线项目,"Littelfuse, Inc.",化合物产线,美国,伊利诺伊州,芝加哥,22000,万元,2024,3000,万片,Littelfuse Annual Report,https://www.littelfuse.com,2024-09-12,,,,,,,,,,
