分类,品牌,领域,技术特点,采集来源,来源链接,采集时间,备注【疑问汇总】
运动品牌,ASICS,运动鞋服,采用GEL科技和FlyteFoam技术，提供卓越的减震和轻便性,公司公告、运动科技分析,https://www.asics.com,,
运动品牌,Saucony,跑鞋,推出PWRRUN中底材料，提升舒适度及能量回馈,行业报告、跑步社区,https://www.saucony.com,,
运动品牌,HOKA ONE ONE,跑鞋,革命性超轻EVA中底与广阔鞋头设计，更适合长距离跑者,欧瑞、跑步论坛,https://www.hokaoneone.com,,
运动品牌,On,运动鞋服,云技术（CloudTec）提供的极致缓冲体验，强化跑步表现,行业分析、网络评论,https://www.on-running.com,,
运动品牌,哥伦比亚,户外服饰,Omni-Tech防水技术，保持干燥且透气，适应各种极端户外环境,公司公告、户外活动指南,https://www.columbia.com,,
运动品牌,新平衡,运动鞋服,9130科技，为极致舒适和贴合打造的鞋款,公司公告、市场分析,https://www.newbalance.com,,
运动品牌,吉普利,运动服饰,最新推出的「动态透气」面料，有效调节体温,行业资讯、媒体评测,https://www.giordano.com,,
运动品牌,Lululemon,瑜伽服饰,运用Nulu和Nulu技术提供极致轻盈和舒适的穿着体验,行业报告、社交媒体,https://shop.lululemon.com,,
运动品牌,Under Armour,运动鞋服,采用高科技纤维，增强运动时的通风性和舒适性,公司公告、运动新闻,https://www.underarmour.com,,
运动品牌,Peak,运动鞋服,成熟的高性能篮球鞋技术，专为年轻运动员设计,公司公告、体育行业分析,https://www.peaksport.com,,
运动品牌,亚瑟士,跑鞋,采用FlyteFoam技术，提供轻量化和高反弹的鞋面设计,运动科技论坛、公司公告、wind,https://www.asics.com,,
运动品牌,回力,运动鞋服,通过历史文化涌现的经典复古设计，融合现代舒适科技,公司公告、市场调研报告,https://www.huili.com,,
运动品牌,Under Armour,运动装备,HOVR™技术，提供零重力感，助力运动的表现,国外运动网站、公司新闻稿,https://www.underarmour.com,,
运动品牌,斯凯奇,运动鞋服,用防水和透气材料提高运动鞋的适用性与舒适度,行业分析报告、公司公告,https://www.skechers.com,,
运动品牌,复古运动,运动服饰,结合智能科技与经典设计，推出可穿戴健康Tracker功能产品,时尚杂志、行业新闻,https://www.retrosport.com,,
运动品牌,鬼塭,运动鞋,特色城市跑鞋开发，融合当地文化元素,公司公告、市场调研,https://www.guiwang.com,,
运动品牌,萨洛蒙,户外装备,先进的抓地力和防水技术，适合复杂山地地形使用,户外探险协会、公司公告,https://www.salomon.com,,
运动品牌,New Balance,运动鞋服,采用620科技，增大版型且提升耐磨性与舒适感,运动创新大会、公司公告,https://www.newbalance.com,,
运动品牌,彪马,运动鞋服,脚踝保护设计和弹性中底，提升极限运动安全性,公司公告、行业分析,https://www.puma.com,,
运动品牌,Hoka One One,跑鞋,极度缓震与支持性的设计理念，旨在提高长跑表现,纽约时报、公司公告,https://www.hokaoneone.com,,
运动品牌,Hoka One One,跑鞋,以卓越的缓震技术和超轻材质著称，重塑跑步体验,运动科技网、公司公告,https://www.hokaoneone.com,,
运动品牌,新百伦,跑鞋,采用Fresh Foam中底技术，为跑者提供舒适和支撑,公司公告、运动品牌报告,https://www.newbalance.com,,
运动品牌,Asics,运动鞋服,Gel缓震技术，助力长跑运动员,运动品牌资讯、公司公告,https://www.asics.com,,
运动品牌,Saucony,运动鞋,FORMFIT技术提供个性化合脚感,公司公告、行业分析报告,https://www.saucony.com,,
运动品牌,Under Armour,运动服饰,使用UA HOVR技术，增强运动性能和舒适感,公司公告、运动新闻,https://www.underarmour.com,,
运动品牌,Garmont,户外鞋,专注于登山和远足鞋的防水透气技术,公司公告、户外运动杂志,https://www.garmont.com,,
运动品牌,FILA,运动休闲,结合复古与现代设计理念，推出多款合作系列,时尚潮流网、公司公告,https://www.fila.com,,
运动品牌,On Running,跑鞋,CloudTec中底技术，提供独特的弹性体验,运动科技网、公司公告,https://www.on-running.com,,
运动品牌,Arc'teryx,户外服饰,采用GORE-TEX®技术，确保防风防水,户外运动杂志、公司公告,https://www.arcteryx.com,,
运动品牌,Lululemon,瑜伽服饰,使用Everlux面料，提供卓越的快干性能,健身行业报告、公司公告,https://www.lululemon.com,,
运动品牌,新百伦,运动鞋服,采用ReFresh技术，增强鞋内空气流通性，减轻运动期间的不适感,行业报告、公司公告,https://www.newbalance.com,,
运动品牌,阿迪达斯,运动鞋服,推出首个可完全回收的鞋款，符合可持续发展目标,行业评论、公司公告,https://www.adidas.com,,
运动品牌,Under Armour,运动鞋服,使用UA HOVR科技，提升跑步体验，减少能量损失,公司报道、科技博客,https://www.underarmour.com,,
运动品牌,迪卡侬,运动装备,推出自有品牌Kalenji运动鞋，强调性价比和舒适性,消费者反馈、公司公告,https://www.decathlon.com,,
运动品牌,华硕体育,运动器材,结合智能科技，推出增强训练效果的运动设备,技术新闻、公司公告,https://www.asus.com,,
运动品牌,美津浓,运动鞋服,收纳Matryx纤维，提升鞋面耐久度及支撑性,行业分析、公司公告,https://www.mizunousa.com,,
运动品牌,安踏,运动鞋服,采用全新塑形技术，提供个性化定制服务,公司公告、市场调查,https://www.anta.com,,
运动品牌,Lululemon,瑜伽服饰,Advancing technology to create sweat-wicking fabrics for enhanced performance,时尚杂志、公司公告,https://www.lululemon.com,,
运动品牌,斐乐,运动鞋服,通过数字化科技，提供线上定制服务和个性化推荐,投资报告、公司公告,https://www.fila.com,,
运动品牌,支点,运动鞋服,引入动态调节鞋垫，提升穿着适应性,产品评测、公司公告,https://www.pivot.com,,
运动品牌,新百伦,运动鞋服,采用可再生材料的Fresh Foam科技，减少碳足迹,欧瑞、公司公告、wind,https://newbalance.com,,
运动品牌,HOKA ONE ONE,跑鞋,先进的缓震技术和超轻材料，适合长距离跑步,公司公告、跑步爱好者论坛,https://hoka.com,,
运动品牌,On,运动鞋服,CloudTec®鞋底技术，提供从天而降的缓冲效果,公司公告、行业分析报告,https://on-running.com,,
运动品牌,Fabletics,瑜伽服饰,采用高弹力和透气材料，增强运动舒适度,公司公告、时尚媒体,https://fabletics.com,,
运动品牌,特步,运动鞋服,推出基于人工智能的个性化运动鞋设计服务,公司公告、行业新闻,https://xtep.com,,
运动品牌,Nike,运动鞋服,商业智能数据分析驱动的产品开发策略,公司公告、市场调研报告,https://nike.com,,
运动品牌,阿迪达斯,运动鞋服,可再生塑料的Parley系列产品，以及4D打印鞋款,行业分析报告、官方公告,https://adidas.com,,
运动品牌,亚瑟士,跑鞋,采用FlyteFoam技术，提升跑步者的能量回馈,跑鞋评测网站、公司公告,https://asics.com,,
运动品牌,安踏,运动鞋服,推出全新的3D打印跑鞋，提升运动精准度和舒适度,公司公告、科技杂志,https://anta.com,,
运动品牌,李宁,运动鞋服,强调整体鞋面和舒适内衬的联合设计，提供更优体验,公司公告、市场营销分析,https://li-ning.com,,
运动品牌,迪卡侬,运动装备,专注于低成本高性能产品，推出可持续撕裂布材料,公司公告、市场调研,https://www.decathlon.com.cn/,,
运动品牌,Hoka One One,跑鞋,厚底设计和轻量化理念，减少跑步时的冲击力,用户评论、行业分析,https://www.hokaoneone.com/,,
运动品牌,Under Armour,运动服饰,使用UA HOVR技术，确保长时间的舒适感和回弹力,体育新闻、公司公告,https://www.underarmour.com/,,
运动品牌,索康尼,跑鞋,结合3D打印技术提高鞋子定制化水平,行业资讯、公司公告,https://www.saucony.com/,,
运动品牌,新百伦,运动鞋服,结合数据科学为消费者提供个性化推荐,市场报告、公司公告,https://www.newbalance.com/,,
运动品牌,Columbia,户外装备,运用Omni-Tech防水技术确保户外活动的舒适性,公司公告、户外用品评测,https://www.columbia.com/,,
运动品牌,阿迪达斯,运动鞋服,采用Parley海洋塑料可持续材料，推动环保,环保研究报告、公司公告,https://www.adidas.com/,,
运动品牌,北面,户外服饰,结合GORE-TEX技术，提升产品功能性和防风性,行业评论、公司公告,https://www.thenorthface.com/,,
运动品牌,Puma,运动鞋服,FUTURE＆POWER系列结合两种不同科技，定制化和性能兼备,体育赛事分析、公司公告,https://www.puma.com/,,
运动品牌,Lululemon,运动服饰,推出云软面料，增加瑜伽和健身服装的舒适性,公司公告、时尚评论,https://shop.lululemon.com/,,
运动品牌,新百伦,运动鞋服,全面升级Fresh Foam中底技术，提升舒适性和减震效果,公司公告、行业分析报告,https://www.newbalance.com,,
运动品牌,耐克,运动鞋服,引入Flyleather技术，使用可回收材料制造轻量鞋面,欧瑞、社会责任报告,https://www.nike.com,,
运动品牌,阿迪达斯,运动鞋服,推动Parley计划，采用海洋塑料制成运动鞋,公司公告、可持续发展报告,https://www.adidas.com,,
运动品牌,彪马,运动鞋服,推出Hybrid Foam技术，提升运动时的舒适性和响应性,新闻稿、品牌战略分析,https://www.puma.com,,
运动品牌,361°,运动鞋服,研发新型水晶鞋底，显著提高耐磨性能,市场研究、技术白皮书,https://www.361sport.com,,
运动品牌,李宁,运动鞋服,更新Aerospace科技，提升鞋款的轻便性和透气性,行业新闻、公司公告,https://www.lining.com,,
运动品牌,特步,运动鞋服,推行智能穿戴产品结合鞋款，关注数据收集和反馈,公司公告、科技文章,https://www.xtep.com,,
运动品牌,安踏,运动鞋服,发布高性能跑步鞋，采用动能回馈技术,公司公告、消费市场研究,https://www.anta.com,,
运动品牌,锐步,运动鞋服,推出NanoWave科技，增强运动鞋的支撑性和灵活性,公司公告、品牌推广材料,https://www.reebok.com,,
运动品牌,斐乐,运动鞋服,引入Functional Footwear科技文件，以提升各类运动表现,行业展会、公司公告,https://www.fila.com,,
运动品牌,新百伦,运动鞋服,采用Comfort Insert技术，提高穿着舒适度，适合日常穿着和运动,公司公告、行业报告,https://www.newbalance.com,,
运动品牌,安踏,运动鞋服,推出AI智能跑鞋，具备实时数据反馈与改善步态路径,行业新闻、公司公告,https://www.anta.com,,
运动品牌,阿迪达斯,运动鞋服,最新款鞋子采用可回收材料，响应可持续发展趋势,媒体报道、公司公告,https://www.adidas.com,,
运动品牌,耐克,运动鞋服,Hybrid Footwear技术结合多种材料，提高耐磨和透气性,行业报告、公司公告,https://www.nike.com,,
运动品牌,峰行,跑步鞋,结合3D打印与传统工艺打造个性化跑鞋，提升适配性,科技平台、公司公告,https://www.fengxing.com,,
运动品牌,斐乐,运动鞋服,FILA Fiber技术，增强鞋面舒适度与灵活性，适用于多种运动,行业新闻、公司公告,https://www.fila.com,,
运动品牌,彪马,运动鞋服,创新Genius Grip技术，增强抓地力与稳定性，适合极限运动,公司公告、媒体报道,https://www.puma.com,,
运动品牌,361°,运动鞋服,采用横向减震设计，提高脚踝支撑性，专为跑步设计,行业分析、公司公告,https://www.361sport.com,,
运动品牌,锐步,运动鞋服,RunAhead科技优化鞋底结构，提高脚感与能量反馈,媒体报道、行业报告,https://www.reebok.com,,
运动品牌,露露柠檬,瑜伽服饰,采用耐磨与轻质材料，保持高端瑜伽服饰设计标准,行业新闻、公司公告,https://www.lululemon.com,,
运动品牌,亚瑟士,跑鞋,采用FlyteFoam技术，提供极致轻量和弹性，支持马拉松运动,公司公告、欧瑞、跑步社区,https://www.asics.com,,
运动品牌,Under Armour,运动服饰,结合HeatGear和ColdGear两种技术，实现极佳温控和透气性,公司公告、行业合作报告、wind,https://www.underarmour.com,,
运动品牌,Skins,运动压缩服饰,运用动态压缩技术，有效提高运动态势表现，优化血液流动,行业分析、公司网站、运动杂志,https://www.skins.net,,
运动品牌,新百伦,运动鞋服,N-ergy和C-CAP技术结合，为跑者提供舒适的中底支撑,公司公告、客户反馈、wind,https://www.newbalance.com,,
运动品牌,Salomon,户外运动,运用Contagrip大底技术，增强抓地力，适合各种地形,户外报道、公司公告、行业论坛,https://www.salomon.com,,
运动品牌,Kappa,休闲运动服饰,结合复古潮流和现代材料，推出新的透气性运动服饰,流行趋势分析、公司公告、wind,https://www.kappa.com,,
运动品牌,Hoka One One,跑鞋,超厚中底设计，为长跑提供完善的缓冲和支持,公司公告、跑步媒体、wind,https://www.hokaoneone.com,,
运动品牌,Fjällräven,户外服饰,G-1000面料技术，结合防水和防风的特性，适合极限户外运动,行业卡片、公司网站、户外杂志,https://www.fjallraven.com,,
运动品牌,Oiselle,女性运动服饰,专为女性设计的高性能运动服，注重环保和可持续性,公司公告、女性运动论坛、wind,https://www.oiselle.com,,
