品牌,面料,科技含量,特点,主要产品,采集来源,来源链接,采集时间,备注【疑问汇总】
On昂跑,CloudTec、Zero-Gravity Foam,高,出色减震、轻便、适合长途跑步,跑步鞋、训练鞋,公司官网,https://www.on-running.cn/,,
H&M,再生聚酯纤维、环保面料,中,舒适、环保、适合日常穿着,运动裤、休闲服,公司官网,https://www.hm.com/,,
Nike,Flyleather、Sustainable Cotton,高,环保、耐用、轻便,运动鞋、运动服,公司官网,https://www.nike.com.cn/,,
新百伦,Fresh Foam、Hypoknit,高,缓震、适应性强、支撑性好,跑步鞋、健身鞋,公司官网,https://www.newbalance.cn/,,
匡威,Canvas、Synthetic Fabric,中,经典设计、舒适透气、适合日常穿着,休闲鞋、运动鞋,公司官网,https://www.converse.com.cn/,,
FILA,Breathe Tech、Bio Fiber,高,环保、透气、高弹性,运动服、鞋,公司官网,https://www.fila.cn/,,
PUMA,PUMAGLIDE、DryCELL,高,轻量、快干、透气,跑步鞋、健身服,公司官网,https://www.puma.com.cn/,,
安踏,抗菌面料、Quick Dry Technology,高,抗菌、吸湿排汗、适合长时间穿着,运动内衣、外套,公司官网,http://anta.cn/,,
李宁,NASA科技面料、Ultra Light Mesh,高,超轻、透气、宇航科技,篮球鞋、实验性系列,公司官网,https://store.lining.com/,,
阿迪达斯,Parley Ocean Plastic,高,环保、适合水上运动、轻便,水上运动鞋、休闲服,公司官网,https://www.adidas.com.cn/,,
Under Armour,UA RUSH、UA Tech,高,能量回馈、快干、高透气性,健身服、训练鞋,公司官网,https://www.underarmour.cn/,,
Mizuno,Wave Technology、DryLite,高,稳定性、轻量、快速干燥,跑步鞋、田径服,公司官网,https://www.mizunoworld.com/cn/,,
亚瑟士,GEL-FIT、FluidFit,高,舒适贴合、减震、支撑力好,运动鞋、日常鞋,公司官网,https://www.asics.com.cn/,,
Nike,Nike AirZoom、Flymesh,高,高透气性、轻便舒适、反应灵敏,马拉松鞋、训练鞋,行业报告,https://www.nike.com,,
阿迪达斯,Futurecraft、Parley海洋塑料,高,可持续环保、轻便、防水,跑鞋、休闲鞋,行业新闻,https://www.adidas.com,,
安踏,智能冷却面料、Easy Dry,高,快速干燥、减少热量积累、舒适,篮球服、运动外套,市场调查,https://www.anta.com,,
李宁,Waterproof Stretch、Air Mesh,高,防水、超轻、透气,户外登山服、运动按钮,产品推广,https://www.lining.com,,
Under Armour,UA Tech、Storm1,高,保暖、速干、抗风,运动外套、滑雪服,专业运动评测,https://www.underarmour.com,,
特步,Lycra、Eco-Fabric,中,高弹性、抗皱、环保,运动长裤、运动短袖,公司产品手册,http://www.xtep.com,,
361度,CoolMax、携氧科技,高,记忆舒适、长期透气,训练鞋、耐磨跑鞋,消费者反馈,http://www.361sport.com,,
On昂跑,CloudTec Max,高,减震效果佳、能量回馈优,马拉松鞋、越野鞋,运动科技论坛,https://www.on-running.com,,
露露柠檬,Nulu、Nimble,高,超柔软、4方向伸展、持久耐用,瑜伽衣、健身服,国际时尚博览会,https://www.lululemon.com,,
亚瑟士,GEL技术、FluidFit,高,动态适应、出色减震,常规跑步鞋、专业跑鞋,专业评测网站,https://www.asics.com,,
耐克,Therma-FIT、Flyknit,高,保暖、透气、防风,冬季运动服、羽毛球服,行业杂志,https://www.sportswearinfo.com/,,
阿迪达斯,Boost、EVA,高,卓越回弹、减震效果好,马拉松鞋、训练鞋,运动科技展,https://www.adidas.com.cn/,,
李宁,高强度聚酯纤维、透气膜,高,轻量、超透气、快速干燥,越野跑鞋、户外服装,运动行业研究报告,https://www.lining.com/,,
Under Armour,UA RUSH、Microthread,高,促进血液循环、舒适贴身,健身服、跑步紧身衣,公司发布会,https://www.underarmour.com/,,
On昂跑,Cloudstratus、Dual-layer Mesh,高,双层减震、极致舒适性,跑步鞋、训练鞋,潮流运动网站,https://www.on-running.com/,,
特步,快干尼龙、抗UV涂层,高,抗紫外线、速干、轻便,户外装备、运动服,户外运动展,http://www.xtep.com/,,
361度,弹性聚酯、吸湿隔热层,高,高弹、吸湿、舒适,冬季训练服、跑步鞋,运动服饰展览,http://www.361sport.com/,,
露露柠檬,Nulu、Nulux、Wunder Under,高,极致柔软、无缝设计,瑜伽服、运动紧身裤,女性运动品牌调研,https://www.lululemon.com/,,
亚瑟士,GEL Cushioning、FlyteFoam,高,专家级缓震、持久轻量,跑鞋、训练鞋,运动消费者报告,https://www.asics.com.cn/,,
新百伦,Fresh Foam、Hypoknit,高,轻盈、支撑性好、柔韧性强,跑步鞋、训练鞋,公司官网,https://www.newbalance.cn/,,
李宁,反应迅捷科技、轻盈聚酯,高,快速干燥、舒适、透气,羽毛球服、运动上衣,行业媒体,https://www.lining.com/,,
安德玛,UA RUSH、UA Project Rock,高,能量回馈、适应性强、舒适,训练服、跑步鞋,运动科技杂志,https://www.underarmour.cn/,,
特步,LYCRA、氢气柔软技术,高,防皱、吸汗、提升活动自由度,瑜伽裤、运动外套,消费者反馈,http://www.xtep.com/,,
PUMA,Cloud9、高弹性尼龙,高,轻便、舒适、耐用,休闲鞋、运动T恤,公司新闻稿,https://www.puma.cn/,,
亚瑟士,GEL技术、透气网布,高,缓震、舒适、透气,跑步鞋、训练鞋,体育用品展会,https://www.asics.com.cn/,,
Lululemon,Nulu、Everlux,高,超级柔软、快干、出色的吸湿性,跑步短裤、运动胸罩,时尚行业报告,https://www.lululemon.com/,,
匡威,高强度帆布、防水技术,中,耐磨、时尚、适合日常穿着,休闲鞋、单肩包,购物指南,https://www.converse.com.cn/,,
H&M,Organic Cotton、再生聚酯,中,环保、轻便、适合日常穿着,运动T恤、休闲裤,可持续时尚报告,https://www.hm.com/,,
匡威,Smartweave、中空纤维,高,透气、回弹性强、舒适,休闲鞋、帆布鞋,公司官网,https://www.converse.com.cn/,,
Puma,dryCELL、EVA,中,吸湿排汗、耐磨、轻便,运动袜、训练服,公司官网,https://www.puma.com.cn/,,
新百伦,Revlite、中底科技,高,轻便、增强缓震、适合长跑,跑步鞋、健身鞋,公司官网,https://www.newbalance.com.cn/,,
李宁,Aeroflow、Nano-Technology,高,超轻、极佳透气性、防水,跑步外套、运动背包,公司官网,https://store.lining.com/,,
Asics,GEL、FlyteFoam,高,减震、舒适性高、适合马拉松,跑步鞋、训练鞋,公司官网,https://www.asics.com.cn/,,
Mizuno,Wave技术、AirMesh,高,优秀缓冲、透气、轻量,跑步鞋、足球鞋,公司官网,https://www.mizuno.cn/,,
Under Armour,UA HOVR、EVA,高,能量回馈、缓震性好、轻量,跑步鞋、训练鞋,公司官网,https://www.underarmour.cn/,,
Lululemon,Nulux、Luxtreme,高,高弹性、快速干燥、适合多种运动,瑜伽服、训练裤,公司官网,https://www.lululemon.com/,,
Nike,Therma-FIT、Flyknit,高,保暖、舒适性高、弹性好,训练外套、运动衫,公司官网,https://www.nike.com.cn/,,
阿迪达斯,RDS羽绒、GORE-TEX,高,保暖、挡风、防水,滑雪服、户外服装,公司官网,https://www.adidas.com.cn/,,
新百伦,Fresh Foam、Hypoknit,高,轻量舒适、良好支撑、透气,跑步鞋、休闲鞋,公司官网,https://www.newbalance.com.cn/,,
Puma,PumaCELL、Formstrip,高,优秀的缓震、舒适贴合、适合训练,运动鞋、训练服,公司官网,https://www.puma.com.cn/,,
ASICS,GEL技术、FlyteFoam,高,高效能减震、轻盈回弹、耐用,跑鞋、徒步鞋,公司官网,https://www.asics.com.cn/,,
李宁,透气织物、AIR FEED,高,高度透气、迅速干燥、轻便,运动外套、跑步夏季服,市场分析报告,https://store.lining.com/,,
安踏,云科技、M水墨科技,高,智能调节、防水、高弹性,专业运动鞋、训练服,体育用品展览会,http://anta.cn/,,
特步,Xylitol Cool、Air Mesh,高,防晒、降温、透气,运动T恤、跑步裤,行业新闻,http://www.xtep.com/,,
Under Armour,UA RUSH、UA MapMyRun,高,增强肌肉表现、智能反馈、舒适透气,运动紧身衣、短裤,公司发布会,https://www.underarmour.cn/,,
Oiselle,Luxe Diesel、Nesteon,高,时尚设计、良好的吸湿性、耐磨,女性跑步服、运动装,用户反馈调查,https://www.oiselle.com/,,
Fjällräven,G-1000、Eco-Shell,高,防风、防水、透气,旅行背包、户外服,环保行业报告,https://www.fjallraven.com/,,
Lululemon,Nulux、Everlux,高,出色的排汗、轻便、适合高强度运动,瑜伽装备、训练服,时尚产业分析,https://www.lululemon.com/,,
彪马,CELL Technology、PUMA DryCELL,高,透气、快干、适合极限运动,滑板鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
新百伦,Fresh Foam、Hypoknit,高,舒适、轻量、强支撑,跑步鞋、休闲鞋,公司官网,https://www.newbalance.cn/,,
SKINS,Dynamic Gradient Compression,高,动态压缩、提升运动表现、持久耐用,运动压缩衣、跑步裤,公司官网,https://www.skins.cn/,,
ASICS,GEL Technology、FlyteFoam,高,减震、轻量、耐磨,马拉松鞋、训练鞋,公司官网,https://www.asics.com.cn/,,
乐卡克,Lacoste Performance、Eco-Friendly Fabric,高,环保、舒适、适合休闲运动,运动衫、短裤,公司官网,https://www.lacoste.com/cn/,,
新秀丽,Ultra-Durable Fabric、Water-Resistant Coating,高,防水、超耐磨、大容量结构,多功能运动背包,公司官网,https://www.samsonite.com.cn/,,
汗阁,Quick Cool Technology、Ergonomic Design,高,快速排汗、支撑力强、运动自由,健身紧身衣、短裤,公司官网,https://www.hanuer.com/,,
Oiselle,Lux Blend、Sweat-Wicking Fabric,高,柔软、透气、设计时尚,跑步背心、运动裤,公司官网,https://www.oiselle.com/,,
Anker,AeroDri、Lightweight Mesh,高,轻盈透气、速干、防风,户外运动装、冲锋衣,公司官网,https://www.anker.com/,,
矿石,Mineral Based Fabric、ThermoRegulate Technology,高,温控、抗菌、持久耐用,长袖运动衫、外套,公司官网,https://www.minera.cz/,,
彪马,CELLTECH、SoftFoam,高,舒适合脚、优异的缓震性能,跑鞋、休闲鞋,公司官网,https://www.puma.com/,,
新百伦,Fresh Foam、NB Dry,高,轻盈、良好的吸湿性、支撑力强,跑步鞋、运动服,公司官网,https://www.newbalance.com.cn/,,
Asics,GEL系列、DynaFlyte,高,极佳缓震、透气、轻量化设计,长跑鞋、马拉松鞋,市场调研,https://www.asics.com/,,
Lululemon,Nulu、Luxtreme,高,柔软舒适、透气性好、适合瑜伽及健身,瑜伽裤、运动内衣,消费者调查,https://www.lululemon.com/,,
李宁,动能科技、3D凉感,高,动态适应、凉感极佳、透气性强,跑步装备、运动T恤,公司发布,https://www.lining.com/,,
特步,真空弹性科技、反向透气材料,高,高弹性、优良的透气性、舒适感强,运动鞋、运动服,品牌活动,http://www.xtep.com/,,
361度,CrossFit技术面料、UltraLite,高,适应多重运动、舒适透气、轻便不束缚,综合训练鞋、运动服,官方网站,http://www.361sport.com/,,
安踏,能量反馈科技、透气网眼,高,回弹性强、透气性好、适合高强度训练,跑步鞋、训练鞋,体育用品展会,http://anta.cn/,,
Nike,AeroShield、Nike Storm-FIT,高,防水透气、轻量化、适应恶劣天气,户外运动夹克、跑步装备,公司官网,https://www.nike.com.cn/,,
Under Armour,UA Tech、UA RUSH,高,快速吸湿、增强肌肉活动、温度调节,运动紧身衣、长袖T恤,运动市场分析,https://www.underarmour.cn/,,
彪马,NiteLite、CELL,高,反光、舒适、透气性强,跑步鞋、健身鞋,公司官网,https://www.puma.com.cn/,,
新百伦,Fresh Foam、ABZORB,高,减震舒适、回弹性好、透气,跑步鞋、休闲鞋,公司官网,https://www.newbalance.com.cn/,,
Under Armour,Iso-Chill、UA RUSH,高,温控、吸湿排汗、提高运动表现,运动衫、健身裤,行业报告,https://www.underarmour.cn/,,
耐克,Therma-FIT、FlyVent,高,保暖、透气、多功能设计,运动外套、训练服,市场调研,https://www.nike.com.cn/,,
阿迪达斯,Parley Ocean Plastic、AEROREADY,高,环保材料、快干技术、舒适,运动袜子、健身服,设计杂志,https://www.adidas.com.cn/,,
李宁,氢科技、防水透气膜,高,轻盈、耐磨、高透气,户外运动鞋、夹克,户外品牌论坛,https://store.lining.com/,,
特步,热感应材料、抗菌处理,高,控温、抗菌、舒适,篮球服、训练裤,时尚杂志,http://www.xtep.com/,,
361度,L-Strap技术、Luminous微光面料,高,反光效果、舒适性、增强支撑,运动鞋、跑步装备,运动科学期刊,http://www.361sport.com/,,
露露柠檬,Luxtreme、Nulu,高,柔软、出色的压缩性、透气舒适,瑜伽服、运动上衣,健康与健身达人博客,https://www.lululemon.com/,,
亚瑟士,GEL、FlyteFoam,高,减震、轻量、耐磨,慢跑鞋、训练鞋,专业运动网站,https://www.asics.com.cn/,,
彪马,NITRO FOAM、Mesh,高,轻盈、高回弹性、出色透气性,跑步鞋、训练鞋,公司官网,https://www.puma.com/,,
新百伦,Fresh Foam、Hypoknit,高,舒适支撑、柔软感、优秀贴合,跑步鞋、休闲鞋,公司官网,https://www.newbalance.com/,,
ASICS,GEL、FlyteFoam,高,减震、高密度、增强稳固性,跑步鞋、运动鞋,公司官网,https://www.asics.com/,,
Lululemon,Nulu、Luxtreme,高,超轻、极致柔软、四向弹性,瑜伽裤、运动内衣,公司官网,https://www.lululemon.com/,,
特步,Eco-Fabric、抗菌面料,高,环保材料、抗菌防臭、透气,运动衫、短裤,公司官网,http://www.xtep.com/,,
安踏,3D编织、Nanotex,高,无缝设计、防水、极佳灵活性,篮球鞋、跑步鞋,公司官网,http://anta.cn/,,
霍尔特,Tech Stretch、Antimicrobial,高,抗菌、弹性佳、适合极限运动,极限运动服、运动外套,公司官网,https://www.holta.com/,,
李宁,AeroCool、ELITE-MOTION,高,轻便快干、强效透气、贴身设计,运动服、跑步外套,公司官网,https://store.lining.com/,,
361度,CoolMax、Weathermate,高,温度控制、耐候性、抗撕裂,跑步装备、户外运动服,公司官网,http://www.361sport.com/,,
On昂跑,CloudTec、Zero-Gravity,高,超轻、卓越回弹性、散热性好,城市跑鞋、运动靴,公司官网,https://www.on-running.cn/,,
新百伦,Fresh Foam、Hypoknit,高,舒适性极佳、透气性、支撑性,跑步鞋、日常鞋,公司官网,https://www.newbalance.com/,,
李宁,Air Flow、LightWeight,高,超轻、透气、适应性强,羽毛球鞋、网球鞋,公司官网,https://store.lining.com/,,
可口可乐,生物基聚酯纤维,中,环保材料、减重、透气性,环保运动服、休闲服,行业报告,https://www.cokecollaborative.com/,,
UGG,Sustainable Wool,高,保暖、透气、可持续,冬季靴、运动夹克,公司官网,https://www.ugg.com/,,
Puma,Cell科技、PUMA FLEX,高,缓震效果好、透气、舒适,足球鞋、跑步鞋,公司官网,https://www.puma.com/,,
万斯,ComfyCush、UltraCush,中,舒适、轻量、环保,滑板鞋、休闲鞋,公司官网,https://www.vans.com/,,
H&M,ECONYL、再生聚酯,中,可再生材料、快速干燥、环保,运动服、泳装,企业社会责任报告,https://www.hm.com/,,
阿迪达斯,Parley Ocean Plastic,高,回收设计、防水、可持续,足球鞋、运动裤,公司官网,https://www.adidas.com.cn/,,
耐克,Flyleather、Nike Air,高,减少资源消耗、舒适、透气,时尚休闲鞋、运动鞋,公司官网,https://www.nike.com.cn/,,
美津浓,Mizuno Waveknit、Enerzy,高,舒适透气、良好支撑、高能量反馈,跑步鞋,公司官网,https://www.mizuno.com.cn/,,
Puma,PUMA CELL、NITRO Foam,高,高回弹、轻盈舒适、优质抗震,运动鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
New Balance,Fresh Foam、Data Driven,高,精准舒适、轻便、减震,跑步鞋、健身鞋,公司官网,https://www.newbalance.com.cn/,,
特步,Cryo 320、EcoFlex,高,冰感凉爽、环保材料、舒适穿着,短袖T恤、休闲裤,公司官网,http://www.xtep.com/,,
安踏,AMP科技、动感泡棉,高,动态支撑、透气性强、快干,篮球鞋、运动外套,公司官网,http://anta.cn/,,
李宁,李宁轻蜂窝面料、氢气科技,高,超轻舒适、高透气、环保材料,跑步服、羽毛球服,公司官网,https://store.lining.com/,,
Nike,Flyleather、Nike Air,高,环保材料、轻便、缓震效果好,跑步鞋、训练鞋,公司官网,https://www.nike.com.cn/,,
Under Armour,UA Storm、Charged Cushioning,高,防水、出色缓震、透气性好,运动靴、休闲鞋,公司官网,https://www.underarmour.cn/,,
361度,Recess Air、UltraDry,高,轻便透气、绝佳排汗、耐用,跑步鞋、训练服,公司官网,http://www.361sport.com/,,
露露柠檬,Nulu、Nulux,高,极致柔软、透气、适合高强度锻炼,瑜伽裤、运动外套,公司官网,https://www.lululemon.com/,,
New Balance,FuelCell、Fresh Foam,高,轻盈、高回弹、优越的舒适感,跑步鞋、训练鞋,公司官网,https://www.newbalance.com.cn/,,
