登记号,地方标准,合成生物技术名称,合成生物技术类型,试验状态,试验分期,试验分类,申办者单位,试验机构,登记日期,试验开始时间,试验终止时间,最新状态日期,规范企业名称,注册受理号,股票代码,申报类型,规范企业名称.1,采集来源,来源链接,采集时间,备注
2023SR1091478,DB/T2345-2023,细胞自噬机制研究,细胞生物学,正在进行,实验阶段,基础研究,广州生命科学研究院,中山大学,2023-06-05,2023-07-01,2024-12-31,2024-10-12,广州生命科学研究院,GHZYLZC2100007,BK8741,新技术申请,广州生命科学研究院,生命科学杂志,https://www.lifesciencejournal.com,2024-09-23,
2023SR0281567,DB/T3456-2023,合成植物抗逆性研究,植物生物技术,已经完成,终期报告,应用研究,华南农业大学,华南农业大学,2023-03-22,2023-04-15,2024-03-10,2024-10-12,华南农业大学,GHZYLZC2100008,BK3907,研究成果申请,华南农业大学,农学研究月刊,http://www.agriculturalresearchmonthly.com,2024-09-23,
2023SR0184321,DB/T4567-2023,微生物合成药物技术,药物开发,正在进行,第一阶段,产业化研发,杭州医药科技有限公司,浙江大学,2023-04-18,2023-05-01,2025-05-01,2024-10-12,杭州医药科技有限公司,GHZYLZC2100009,BK2450,新技术申请,杭州医药科技有限公司,药物科学与技术期刊,https://www.pharmaceuticalsciencetech.com,2024-09-23,
2023SR0289405,DB/T5678-2023,酶导向合成方法,合成化学,正在进行,第二阶段,实验室研究,西安化工研究所,西安交通大学,2023-02-10,2023-03-01,2024-08-28,2024-10-12,西安化工研究所,GHZYLZC2100010,BK9125,新技术申请,西安化工研究所,中化学报,https://www.chinajournalofchemistry.com,2024-09-23,
2023SR0186753,DB/T6789-2023,生物塑料开发技术,生物材料,正在进行,第一阶段,产业应用,天津环境科技公司,天津大学,2023-01-05,2023-01-20,2025-01-19,2024-10-12,天津环境科技公司,GHZYLZC2100011,BK6823,新技术申请,天津环境科技公司,环保科技期刊,https://www.environmentaltechjournal.com,2024-09-23,
2023SR0283210,DB/T7890-2023,合成基因驱动技术,基因工程,即将开始,准备阶段,基础科学研究,武汉基因研究中心,华中科技大学,2023-09-01,2023-10-15,2025-10-14,2024-10-12,武汉基因研究中心,GHZYLZC2100002,BK4789,新技术申请,武汉基因研究中心,基因组研究期刊,https://www.genomeresearchjournal.com,2024-09-23,
2023SR0187432,DB/T8901-2023,免疫增强疫苗技术,生物疫苗,正在进行,第三阶段,临床试验,四川生物制药公司,四川大学,2023-07-10,2023-08-01,2025-07-31,2024-10-12,四川生物制药公司,GHZYLZC2100003,BK1506,新技术申请,四川生物制药公司,生物医学期刊,https://www.biomedicaljournal.com,2024-09-23,
2023SR0283908,DB/T9012-2023,合成酵母菌生产技术,微生物技术,正在进行,第二阶段,产业应用,宁波生物科技学院,宁波大学,2023-08-01,2023-08-20,2025-08-19,2024-10-12,宁波生物科技学院,GHZYLZC2100004,BK8342,新技术申请,宁波生物科技学院,微生物技术杂志,https://www.microbiologytechnologyjournal.com,2024-09-23,
2023SR0189812,DB/T0123-2023,动物克隆技术,基因工程,即将开始,准备阶段,研究开发,青岛生物技术公司,青岛科技大学,2023-10-05,2023-11-10,2025-11-09,2024-10-12,青岛生物技术公司,GHZYLZC2100005,BK1143,新技术申请,青岛生物技术公司,动物科学期刊,https://www.animalsciencejournal.com,2024-09-23,
2023SR0286543,DB/T2345-2023,合成酵母菌,微生物工程,已完成,第三阶段,工业化生产,广州生物科技研究中心,华南理工大学,2023-01-22,2023-02-15,2024-12-31,2024-10-12,广州生物科技研究中心,GHZYLZC2100006,BK1209,新技术申请,广州生物科技研究中心,生物医学杂志,https://www.biomedjournal.com,2024-09-23,
2023SR0181297,DB/T3456-2023,基因组组装技术,基因组学,正在进行,第一阶段,基础研究,成都基因科技公司,四川大学,2023-02-10,2023-03-01,2024-02-28,2024-10-12,成都基因科技公司,GHZYLZC2100007,BK1185,新技术申请,成都基因科技公司,科学网,https://www.sciencenet.cn,2024-09-23,
2023SR0180453,DB/T4567-2023,合成抗体生产体系,生物制品,正在进行,第二阶段,临床前研究,杭州制药科技公司,浙江大学,2023-03-15,2023-04-15,2025-04-14,2024-10-12,杭州制药科技公司,GHZYLZC2100008,BK1132,改进技术申请,杭州制药科技公司,药物研发网,https://www.drugresearch.com,2024-09-23,
2023SR0180671,DB/T5678-2023,基因驱动技术,基因编辑,已经终止,临床研究,临床试验,天津基因研究院,南开大学,2023-04-25,2023-05-10,2024-06-30,2024-10-12,天津基因研究院,GHZYLZC2100009,BK1197,新技术申请,天津基因研究院,生物工程前沿,https://www.bioengineeringfrontiers.com,2024-09-23,
2023SR0180312,DB/T6789-2023,合成植物细胞,植物生物技术,正在进行,第一阶段,实验室研究,沈阳农业科学院,东北农业大学,2023-05-01,2023-05-15,2024-05-14,2024-10-12,沈阳农业科学院,GHZYLZC2100010,BK1178,新技术申请,沈阳农业科学院,农业科技学报,https://www.agriculturejournal.com,2024-09-23,
2023SR0180428,DB/T7890-2023,人造生物合成器,工程生物学,已完成,第三阶段,产品开发,武汉合成生物公司,华中科技大学,2023-06-21,2023-07-01,2025-06-30,2024-10-12,武汉合成生物公司,GHZYLZC2100002,BK1156,新技术申请,武汉合成生物公司,新时代生物技术,https://www.newbiotech.com,2024-09-23,
2023SR0180599,DB/T8901-2023,合成 RNA 介导的基因表达,基因技术,正在进行,第一阶段,实验室研究,南京工程大学,东南大学,2023-07-10,2023-08-01,2024-07-30,2024-10-12,南京工程大学,GHZYLZC2100003,BK1210,新技术申请,南京工程大学,基因组学期刊,https://genomicsjournal.com,2024-09-23,
2023SR0180745,DB/T9012-2023,合成基因合成平台,基因合成,已完成,第二阶段,技术开发,青岛生物科技公司,青岛科技大学,2023-08-05,2023-08-20,2025-08-19,2024-10-12,青岛生物科技公司,GHZYLZC2100004,BK1164,新技术申请,青岛生物科技公司,合成生物学领域,https://synbiofield.com,2024-09-23,
2023SR0180887,DB/T3456-2023,基因驱动技术,基因编辑,正在进行,第一阶段,实验室研究,广州生物技术研究院,中山大学,2023-07-01,2023-07-15,2024-07-14,2024-10-12,广州生物技术研究院,GHZYLZC2100005,BK1125,新技术申请,广州生物技术研究院,生物研究前沿,https://www.biofrontal.com,2024-09-23,
2023SR0180563,DB/T8765-2023,合成毒素生产技术,药物发现,正在进行,第二阶段,药物开发,杭州生物药品公司,浙江大学,2023-06-20,2023-07-10,2025-07-09,2024-10-12,杭州生物药品公司,GHZYLZC2100006,BK1175,药物类型申请,杭州生物药品公司,医药市场观察,https://www.pharmbiz.cn,2024-09-23,
2023SR0180498,DB/T2345-2023,合成生物材料,工程学,已完成,第三阶段,工业应用,成都现代材料公司,四川大学,2023-02-15,2023-03-01,2024-02-28,2024-10-12,成都现代材料公司,GHZYLZC2100007,BK1176,新产品开发,成都现代材料公司,材料科学期刊,https://www.materialsci.cn,2024-09-23,
2023SR0180774,DB/T6578-2023,合成生物燃料,能源技术,正在进行,第一阶段,实验室测试,沈阳先进能源公司,东北大学,2023-04-25,2023-05-10,2025-05-09,2024-10-12,沈阳先进能源公司,GHZYLZC2100008,BK1177,新技术申请,沈阳先进能源公司,能源时报,https://www.energynews.com.cn,2024-09-23,
2023SR0190485,DB/T5432-2023,合成绝缘体技术,材料科学,已完成,第二阶段,技术验证,北京新材料研究院,清华大学,2023-08-01,2023-08-15,2024-08-14,2024-10-12,北京新材料研究院,GHZYLZC2100009,BK1178,新产品研发,北京新材料研究院,新材料前沿,https://www.newmaterials.com,2024-09-23,
2023SR0190486,DB/T7890-2023,生物计算技术,计算生物学,正在进行,第三阶段,应用研究,武汉生物计算研究中心,华中科技大学,2023-09-10,2023-09-20,2025-09-19,2024-10-12,武汉生物计算研究中心,GHZYLZC2100010,BK1179,新技术申请,武汉生物计算研究中心,计算生物学报告,https://www.biocomputingtoday.com,2024-09-23,
2023SR0190487,DB/T9012-2023,生物传感器技术,传感器技术,已完成,第一阶段,产品开发,天津智能生物公司,天津大学,2023-10-05,2023-10-15,2025-10-14,2024-10-12,天津智能生物公司,GHZYLZC2100011,BK1180,新技术申请,天津智能生物公司,智能科技周刊,https://www.smarttechweekly.com,2024-09-23,
2023SR0190488,DB/T1324-2023,合成食品技术,食品科技,正在进行,第二阶段,市场试验,深圳合成食品公司,南方科技大学,2023-11-01,2023-11-10,2025-11-09,2024-10-12,深圳合成食品公司,GHZYLZC2100002,BK1181,新技术申请,深圳合成食品公司,食品科技网,https://www.foodtech.com,2024-09-23,
2023SR0190489,DB/T2345-2023,转基因植物技术,植物工程,正在进行,第一阶段,农业应用,云南农业科技公司,云南大学,2023-07-01,2023-07-15,2025-07-14,2024-10-12,云南农业科技公司,GHZYLZC2100003,BK1182,新技术申请,云南农业科技公司,农业科技日报,https://www.agri.com.cn/,2024-09-23,
2023SR0190490,DB/T3456-2023,合成疫苗平台,疫苗研发,正在进行,第三阶段,临床试验,广州生物药品公司,华南理工大学,2023-08-10,2023-09-01,2025-08-31,2024-10-12,广州生物药品公司,GHZYLZC2100004,BK1183,新技术申请,广州生物药品公司,科技前沿,https://www.techfrontier.com/,2024-09-23,
2023SR0190491,DB/T4567-2023,合成脂质体技术,药物递送,正在进行,第二阶段,产品开发,浙江生物技术公司,宁波大学,2023-06-15,2023-07-01,2025-06-30,2024-10-12,浙江生物技术公司,GHZYLZC2100005,BK1184,新技术申请,浙江生物技术公司,药品科学,https://www.drugscience.com/,2024-09-23,
2023SR0190492,DB/T5679-2023,基因组编辑技术,基因编辑,正在进行,第一阶段,基础研究,武汉基因工程公司,武汉大学,2023-09-05,2023-09-20,2024-09-19,2024-10-12,武汉基因工程公司,GHZYLZC2100006,BK1175,新技术申请,武汉基因工程公司,科学进展,https://www.scienceprogress.com/,2024-09-23,
2023SR0190493,DB/T6789-2023,合成器官研究,人造器官,正在进行,第二阶段,临床前研究,天津生物医学研究所,天津医科大学,2023-10-10,2023-10-15,2025-10-14,2024-10-12,天津生物医学研究所,GHZYLZC2100007,BK1176,新技术申请,天津生物医学研究所,生物医学期刊,https://www.biomedj.com/,2024-09-23,
2023SR0190494,DB/T7890-2023,个人化医疗技术,精准医疗,正在进行,第三阶段,临床试验,西安医疗科技公司,西安交通大学,2023-09-15,2023-09-30,2025-09-29,2024-10-12,西安医疗科技公司,GHZYLZC2100008,BK1177,新技术申请,西安医疗科技公司,健康时报,https://www.healthnews.com/,2024-09-23,
2023SR0190451,DB/T8901-2023,合成生物传感器,生态监测,正在进行,第一阶段,应用研究,成都生态科技公司,电子科技大学,2023-10-25,2023-11-01,2025-10-31,2024-10-12,成都生态科技公司,GHZYLZC2100009,BK1178,新技术申请,成都生态科技公司,生态环境研究所,https://www.environmentalresearch.com/,2024-09-23,
2024SR0201238,DB/T1357-2023,植物基因改良技术,植物育种,正在进行,第一阶段,实验室研究,成都农业科技公司,四川农业大学,2023-02-10,2023-03-01,2024-02-28,2024-10-12,成都农业科技公司,GHZYLZC2100010,BK1179,新技术申请,成都农业科技公司,中国农业科技网,https://www.cata.org.cn/,2024-09-23,
2022SR0178963,DB/T2468-2023,合成生物塑料,材料科学,已完成,第三阶段,产业化测试,广州绿色科技有限公司,中山大学,2023-01-12,2023-02-15,2024-08-30,2024-10-05,广州绿色科技有限公司,GHZYLZC2100002,BK1180,新技术申请,广州绿色科技有限公司,材料新闻网,http://www.materialsnews.com/,2024-09-23,
2023SR0187625,DB/T7890-2023,生物信息学分析平台,数据分析,正在进行,第二阶段,技术开发,武汉基因科技公司,武汉大学,2023-04-17,2023-05-01,2025-04-30,2024-10-12,武汉基因科技公司,GHZYLZC2100003,BK1181,新技术申请,武汉基因科技公司,科学网,https://www.sciencenet.cn/,2024-09-23,
2022SR0190542,DB/T5679-2023,合成大脑技术,人造生命,正在进行,第一阶段,基础研究,北京未来科技研究所,清华大学,2023-02-22,2023-03-15,2024-03-14,2024-10-12,北京未来科技研究所,GHZYLZC2100004,BK1182,新技术申请,北京未来科技研究所,人工智能网,http://www.aimlnews.com/,2024-09-23,
2024SR0214887,DB/T9123-2023,生物治疗剂技术,生物医药,已完成,第三阶段,临床试验,南京生物医药公司,南京医科大学,2023-05-10,2023-06-01,2024-12-31,2024-09-15,南京生物医药公司,GHZYLZC2100005,BK1183,新技术申请,南京生物医药公司,医学论坛网,http://www.medforum.com.cn/,2024-09-23,
2023SR0189471,DB/T3456-2023,基因组编辑植物,农业生物技术,暂停,第一阶段,实验室研究,西安食品科技公司,西安交通大学,2023-03-20,2023-04-10,2024-04-09,2024-10-12,西安食品科技公司,GHZYLZC2100006,BK1184,新技术申请,西安食品科技公司,农业科学期刊,http://www.agrisciencejournal.com/,2024-09-23,
2022SR0194327,DB/T9876-2023,微生物产药技术,生物医药,正在进行,第二阶段,技术开发,天津生物药品公司,南开大学,2023-06-30,2023-07-15,2025-07-14,2024-10-12,天津生物药品公司,GHZYLZC2100007,BK1175,新技术申请,天津生物药品公司,中国生物技术网,https://www.chinabio.com.cn/,2024-09-23,
2024SR0207624,DB/T3210-2023,合成疫苗技术,生物医药,正在进行,第一阶段,临床预研究,哈尔滨疫苗技术公司,哈尔滨医科大学,2023-07-05,2023-08-01,2025-07-31,2024-10-12,哈尔滨疫苗技术公司,GHZYLZC2100008,BK1176,新技术申请,哈尔滨疫苗技术公司,医学前沿,http://www.medfrontier.com/,2024-09-23,
2023SR0183209,DB/T1357-2023,植物基因组编辑,基因编辑,正在进行,第一阶段,实验室研究,华南农业大学,华南农业大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,华南农业大学,GHZYLZC2100009,BK1177,新技术申请,华南农业大学,农业科技期刊,https://www.agristudy.com,2024-09-23,
2023SR0193821,DB/T2456-2023,合成生物氢气工厂,能源合成,正在进行,第二阶段,工业化生产,吉利生物科技公司,浙江大学,2023-04-22,2023-05-01,2025-04-30,2024-10-12,吉利生物科技公司,GHZYLZC2100010,BK1178,新技术申请,吉利生物科技公司,清华大学研究报告,https://www.tsinghua.edu.cn,2024-09-23,
2023SR0194823,DB/T3467-2023,合成生物材料,生物材料,已完成,第三阶段,应用研究,北京化工大学,北京化工大学,2022-11-10,2023-01-01,2024-12-31,2024-10-12,北京化工大学,GHZYLZC2100002,BK1179,技术转让,北京化工大学,材料科学杂志,https://www.materialsjournal.com,2024-09-23,
2023SR0195624,DB/T4568-2023,智能合成微生物,微生物工程,正在进行,第一阶段,研究开发,四川省生物科技集团,四川大学,2023-03-05,2023-04-01,2024-03-31,2024-10-12,四川省生物科技集团,GHZYLZC2100003,BK1180,新技术申请,四川省生物科技集团,微生物学报,https://www.microbiologyjournal.com,2024-09-23,
2023SR0196725,DB/T6874-2023,合成疫苗技术,疫苗研发,正在进行,第二阶段,临床试验,广州生物医药研究中心,中山大学,2023-02-11,2023-03-01,2025-02-28,2024-10-12,广州生物医药研究中心,GHZYLZC2100004,BK1181,新技术申请,广州生物医药研究中心,生物医学网,https://www.biomedcn.com,2024-09-23,
2023SR0197826,DB/T7891-2023,基因组快速测序,基因组学,已完成,第一阶段,基础研究,西安交通大学,西安交通大学,2023-07-10,2023-08-01,2024-07-31,2024-10-12,西安交通大学,GHZYLZC2100005,BK1182,技术申请,西安交通大学,生物信息学研究期刊,https://www.bioinformaticsjournal.com,2024-09-23,
2023SR0198927,DB/T8902-2023,合成抗生素,药物研发,正在进行,第三阶段,临床试验,武汉药物研究所,华中科技大学,2023-08-05,2023-09-01,2025-08-31,2024-10-12,武汉药物研究所,GHZYLZC2100006,BK1183,新技术申请,武汉药物研究所,中国食品药品报,https://www.cfda.gov.cn,2024-09-23,
2023SR0199028,DB/T9423-2023,综合生物塑料,可持续材料,正在进行,第一阶段,研发,东南大学,东南大学,2023-09-01,2023-09-15,2025-09-14,2024-10-12,东南大学,GHZYLZC2100007,BK1184,技术申请,东南大学,环境科学期刊,https://www.environmentalsciencejournal.com,2024-09-23,
2023SR0200129,DB/T1230-2023,基因治疗技术,基因治疗,正在进行,第二阶段,临床试验,南京生物科技公司,南京医科大学,2023-02-20,2023-03-15,2025-03-14,2024-10-12,南京生物科技公司,GHZYLZC2100008,BK1175,新技术申请,南京生物科技公司,中国医学科学杂志,https://www.cmsj.cn,2024-09-23,
